year,ward,cost,category,program,description,FNODE_ID,TNODE_ID,OBJECTID,TRANS_ID,PRE_DIR,STREET_NAM,STREET_TYP,F_CROSS,T_CROSS,MIN_ADDR,MAX_ADDR
2012,26,"$78,593.00",Streets & Transportation,Curb & Gutter Menu,ON W REFECTORY DR FROM W HUMBOLT DR TO W PARKING LOT DR,,,,,,,,,,,
2012,26,$960.00,Streets & Transportation,In-Road 'State Law Stop For Pedestrians' Signs Menu,N RIDGEWAY AVE & W ARMITAGE AVE,37800,15011,67554,164505,N,RIDGEWAY,AVE,1945 N   ,3731 W ARMITAGE AVE ,1946,1959
2012,26,$800.00,Streets & Transportation,In-Road 'State Law Stop For Pedestrians' Signs Menu,N MONTICELLO AVE & W ARMITAGE AVE,27437,12478,27853,162742,N,MONTICELLO,AVE,  DEAD END  ,3631 W ARMITAGE AVE ,1946,1959
2012,26,$950.00,Streets & Transportation,In-Road 'State Law Stop For Pedestrians' Signs Menu,W ARMITAGE AVE & N LAWNDALE AVE,12478,10657,4010,109251,W,ARMITAGE,AVE,1999 N MONTICELLO AVE ,2000 N LAWNDALE AVE ,3630,3659
2012,26,$950.00,Streets & Transportation,In-Road 'State Law Stop For Pedestrians' Signs Menu,W ARMITAGE AVE & N LAWNDALE AVE,10657,15011,28360,109252,W,ARMITAGE,AVE,2000 N LAWNDALE AVE ,1999 N RIDGEWAY AVE ,3700,3729
2012,26,$410.00,Streets & Transportation,In-Road 'State Law Stop For Pedestrians' Signs Menu,N CALIFORNIA AVE & W CRYSTAL ST,30524,34025,25832,124142,N,CALIFORNIA,AVE,2799 W CRYSTAL ST ,2799 W POTOMAC AVE ,1234,1259
2012,26,$410.00,Streets & Transportation,In-Road 'State Law Stop For Pedestrians' Signs Menu,N CALIFORNIA AVE & W CRYSTAL ST,24715,30524,45069,119874,N,CALIFORNIA,AVE,2800 W DIVISION ST ,2799 W CRYSTAL ST ,1200,1225
2012,26,$191.00,Streets & Transportation,Miscellaneous Other,N KEDZIE AVE & W EVERGREEN AVE In-Road Signs,34019,2855,5123,119916,N,KEDZIE,AVE,3200 W EVERGREEN AVE ,3200 W HIRSCH ST ,1334,1359
2012,26,$191.00,Streets & Transportation,Miscellaneous Other,N KEDZIE AVE & W EVERGREEN AVE In-Road Signs,35698,34019,17108,119917,N,KEDZIE,AVE,3200 W POTOMAC AVE ,3200 W EVERGREEN AVE ,1300,1325
2012,26,"$1,200.00",Miscellaneous,Miscellaneous Other,ON N KEDZIE AVE FROM W NORTH AVE (1600 N) TO W WABANSIA AVE (1700 N),31259,2821,23272,109557,N,KEDZIE,AVE,3200 W NORTH AVE ,3200 W WABANSIA AVE ,1600,1659
2012,26,"$27,060.00",Streets & Transportation,Street Resurfacing Menu,ON W HIRSCH ST FROM N MONTICELLO AV (3626 W) TO N LAWNDALE AV (3702 W),2856,29102,22199,120033,W,HIRSCH,ST,1399 N MONTICELLO AVE ,1400 N LAWNDALE AVE ,3636,3659
2012,26,"$14,584.00",Streets & Transportation,Street Resurfacing Menu,ON N LEAVITT ST FROM W OHIO ST (600 N) TO W RACE AV (526 N),9707,31860,3826,117054,N,LEAVITT,ST,2200 W RACE AVE ,2200 W OHIO ST ,524,545
2012,26,"$3,700.00",Streets & Transportation,Street Speed Hump Menu,ON N ALBANY AVE FROM W WABANSIA AV (1700 N) TO W BLOOMINGDALE AV (1800 N),29069,2796,18628,112127,N,ALBANY,AVE,3100 W WABANSIA AVE ,3100 W BLOOMINGDALE AVE ,1700,1759
2012,26,"$3,700.00",Streets & Transportation,Street Speed Hump Menu,ON W BEACH AVE FROM N HOMAN AV (3400 W) TO N ST LOUIS AV (3500 W),14122,33360,166,119949,W,BEACH,AVE,1437 N HOMAN AVE ,1435 N ST LOUIS AVE ,3400,3459
2012,26,"$3,700.00",Streets & Transportation,Street Speed Hump Menu,ON N MONTICELLO AVE FROM W LE MOYNE ST (1500 N) TO W NORTH AV (1600 N),14114,2831,48394,143306,N,MONTICELLO,AVE,3635 W LE MOYNE ST ,3636 W NORTH AVE ,1500,1559
2012,26,"$3,700.00",Streets & Transportation,Street Speed Hump Menu,ON W POTOMAC AVE FROM N ROCKWELL ST (2600 W) TO N WASHTENAW AV (2700 W),3175,35748,29699,119870,W,POTOMAC,AVE,1300 N ROCKWELL ST ,1300 N WASHTENAW AVE ,2600,2659
2012,26,"$70,000.00",Streets & Transportation,Left-Turn Arrow Menu,N CENTRAL PARK & W DIVISION ST,,,,,,,,,,,
