year,ward,cost,category,program,description
2018,32,"$17,309.99",Streets & Transportation,Sidewalk Menu (2018),2543 N FRANCISCO AVE
2018,32,"$9,082.12",Streets & Transportation,Sidewalk Menu (2018),1700 W BARRY AVE
2018,32,"$45,530.57",Streets & Transportation,Sidewalk (2018),ON W NELSON ST FROM N ASHLAND AVE (1600 W) TO N PAULINA ST (1700 W)
2018,32,"$2,223.79",Streets & Transportation,Sidewalk Menu (2018),2128 W CHURCHILL ST
2018,32,"$9,764.63",Streets & Transportation,Sidewalk Menu (2019),1707 W WELLINGTON AVE
2018,32,"$28,438.55",Streets & Transportation,Street Bump Outs Menu (2018),W DIVERSEY PKWY & N LAKEWOOD AVE
2018,32,"$88,000.00",Lighting,Street Light Residential Staggered Piggy Back (2018),ON N LAKEWOOD AVE FROM W SCHUBERT AVE (2700 N) TO W DIVERSEY PKWY (2800 N)
2018,32,"$119,590.82",Streets & Transportation,Street Resurfacing (1-5) (2018),ON N RACINE AVE FROM W DIVERSEY PKWY (2800 N) TO W BELMONT AVE (3200 N)
2018,32,"$38,340.46",Streets & Transportation,Street Resurfacing (1-5) (2018),ON W CORTLAND ST FROM N PAULINA ST (1700 W) TO N HERMITAGE AVE (1730 W)
2018,32,"$33,393.91",Streets & Transportation,Street Resurfacing (2018),ON W LYNDALE ST FROM N HOYNE AVE (2100 W) TO N HAMILTON AVE (2130 W)
2018,32,"$35,625.01",Streets & Transportation,Street Resurfacing (2018),ON N WOLCOTT AVE FROM W SCHOOL ST (3300 N) TO W BELMONT AVE (3200 N)
2018,32,"$18,242.93",Streets & Transportation,Street Resurfacing (2018),ON N TALMAN AVE FROM W ALTGELD ST (2500 N) TO W LOGAN BLVD N (2600 N)
2018,32,"$60,988.54",Streets & Transportation,Street Resurfacing (2018),ON N OAKLEY AVE FROM W BELMONT AVE (3200 N) TO W MELROSE ST (3230 N)
2018,32,"$76,711.92",Streets & Transportation,Street Resurfacing (2018),ON W WEBSTER AVE FROM N ASHLAND AVE (1600 W) TO N ELSTON AVE (1760 W)
2018,32,"$78,121.56",Streets & Transportation,Street Resurfacing (2018),ON W FLETCHER ST FROM N RACINE AVE (1200 W) TO N LAKEWOOD AVE (1300 W)
2018,32,"$18,360.18",Streets & Transportation,Street Resurfacing (2018),ON N OAKLEY AVE FROM W DIVERSEY AVE (2800 N) TO W WOLFRAM ST (2830 N)
2018,32,"$46,635.66",Streets & Transportation,Street Resurfacing (2018),ON W WELLINGTON AVE FROM N HOYNE AVE (2100 W) TO N HAMILTON AVE (2130 W)
2018,32,"$54,119.45",Streets & Transportation,Street Resurfacing (2018),ON W WRIGHTWOOD AVE FROM N SOUTHPORT AVE (1400 W) TO N LAKEWOOD AVE (1300 W)
2018,32,"$29,070.49",Streets & Transportation,Street Resurfacing (2018),ON W CORTLAND ST FROM N WINCHESTER AVE (1930 W) TO N DAMEN AVE (2000 W)
2018,32,"$41,386.60",Streets & Transportation,Street Resurfacing (2018),ON N RICHMOND ST FROM W LOGAN BLVD (2563 N) TO W ALTGELD ST (2500 N)
2018,32,"$54,581.70",Streets & Transportation,Street Resurfacing (2018),ON W BARRY AVE FROM N WOLCOTT AVE (1900 W) TO N DAMEN AVE (2000 W)
2018,32,"$71,799.97",Streets & Transportation,Street Resurfacing (2018),ON N HOYNE AVE FROM W ST PAUL AVE (1729 N) TO W CHURCHILL ST (1830 N)
2018,32,"$50,054.28",Streets & Transportation,Street Resurfacing (2018),ON W MEDILL AVE FROM N SACRAMENTO AVE (3000 W) TO N ALBANY AVE (3100 W)
2018,32,"$25,858.89",Streets & Transportation,Street Resurfacing (2018),ON W SCHUBERT AVE FROM N WESTERN AVE (2400 W) TO N ARTESIAN AVE (2430 W)
2018,32,"$19,352.52",Streets & Transportation,Street Resurfacing (2019),ON N ALBANY AVE FROM W LOGAN BLVD (2600 N) TO W SCHUBERT AVE (2700 N)
2018,32,"$3,700.00",Streets & Transportation,Street Speed Hump (2018),ON W MOFFAT ST FROM N HOYNE AVE (2100 W) TO N LEAVITT ST (2200 W)
2018,32,"$3,700.00",Streets & Transportation,Street Speed Hump (2018),ON N MARSHFIELD AVE FROM W WABANSIA AVE (1700 N) TO W CORTLAND ST (1900 N)
2018,32,"$3,700.00",Streets & Transportation,Street Speed Hump (2018),ON W WABANSIA AVE FROM N OAKLEY AVE (2300 W) TO N LEAVITT ST (2160 W):W WABANSIA AVE & N OAKLEY AVE
2018,32,"$11,100.00",Streets & Transportation,Street Speed Hump (2018),ON N HOYNE AVE FROM W WABANSIA AVE (1700 N) TO W ARMITAGE AVE (2000 N)
2018,32,"$1,850.00",Streets & Transportation,Street Speed Hump (2018),ON W WRIGHTWOOD AVE FROM N GREENVIEW AVE (1500 W) TO N BOSWORTH AVE (1530 W)
2018,32,"$3,700.00",Streets & Transportation,Street Speed Hump (2018),ON N OAKLEY AVE FROM W SHAKESPEARE AVE (2130 N) TO W LYNDALE ST (2230 N)
2018,32,"$9,250.00",Streets & Transportation,Street Speed Hump (2018),ON N MOZART ST FROM W LOGAN BLVD N (2600 N) TO W DIVERSEY AVE (2800 N)
2018,32,"$1,850.00",Streets & Transportation,Street Speed Hump (2018),ON W MOFFAT ST FROM N WINNEBAGO AVE (2330 W) TO N WESTERN AVE (2400 W)
2018,32,$0.00,Streets & Transportation,Street Speed Hump Replacement (2018),ON N FRANCISCO AVE FROM W LOGAN BLVD N (2600 N) TO W DIVERSEY AVE (2800 N)
2018,32,$0.00,Streets & Transportation,Street Speed Hump Replacement (2018),ON W WELLINGTON AVE FROM N HOYNE AVE (2100 W) TO N HAMILTON AVE (2130 W)
2018,33,"$13,919.99",Streets & Transportation,Alley Apron (2018),2815 W NELSON ST:2816 W NELSON ST
2018,33,"$12,639.04",Streets & Transportation,Alley Apron Menu (2019),3315 W BYRON ST
2018,33,"$29,675.46",Streets & Transportation,Alley Resurfacing (1-1) (2018),N SACRAMENTO AVE & W SUNNYSIDE AVE&N WHIPPLE ST & W WILSON AVE
2018,33,"$12,646.60",Streets & Transportation,Alley Resurfacing (2017),W BYRON ST & N FRANCISCO AVE:W IRVING PARK RD & N RICHMOND ST
2018,33,"$4,018.06",Streets & Transportation,Alley Resurfacing (2017),W LAWRENCE AVE & N SACRAMENTO AVE:N WHIPPLE ST & W LELAND AVE
2018,33,"$31,305.70",Streets & Transportation,Alley Resurfacing (2018),N BERNARD ST & W LAWRENCE AVE&N ST LOUIS AVE & W LELAND AVE
2018,33,"$42,291.75",Streets & Transportation,Alley Resurfacing (2018),N BERNARD ST & W SUNNYSIDE AVE&N ST LOUIS AVE & W WILSON AVE
2018,33,"$42,396.06",Streets & Transportation,Alley Resurfacing (2018),W ADDISON ST & N SACRAMENTO AVE&W WAVELAND AVE & N WHIPPLE ST
2018,33,"$40,816.77",Streets & Transportation,Alley Resurfacing (2018),N CALIFORNIA AVE & W MONTROSE AVE&N MANOR AVE & W SUNNYSIDE AVE
2018,33,"$32,717.50",Streets & Transportation,Alley Resurfacing Menu (2018),N ALBANY AVE & W BERTEAU AVE&N TROY ST & W CULLOM AVE
2018,33,"$35,404.36",Streets & Transportation,Alley Resurfacing (2018),N ALBANY AVE & W GEORGE ST&N TROY ST & W WELLINGTON AVE
2018,33,"$35,227.48",Streets & Transportation,Alley Resurfacing (2018),W ADDISON ST & N WHIPPLE ST&W WAVELAND AVE & N ALBANY AVE
2018,33,"$1,400.00",Streets & Transportation,Alley Speed Hump (2018),N RICHMOND ST & W CULLOM AVE&N FRANCISCO AVE & W MONTROSE AVE
2018,33,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2017),W BYRON ST & N FRANCISCO AVE:W IRVING PARK RD & N RICHMOND ST
2018,33,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2017),W LAWRENCE AVE & N SACRAMENTO AVE:N WHIPPLE ST & W LELAND AVE
2018,33,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2018),N BERNARD ST & W SUNNYSIDE AVE&N ST LOUIS AVE & W WILSON AVE
2018,33,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2018),W ADDISON ST & N SACRAMENTO AVE&W WAVELAND AVE & N WHIPPLE ST
2018,33,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2018),N ALBANY AVE & W GEORGE ST&N TROY ST & W WELLINGTON AVE
2018,33,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2018),N CALIFORNIA AVE & W MONTROSE AVE&N MANOR AVE & W SUNNYSIDE AVE
2018,33,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2018),W ADDISON ST & N WHIPPLE ST&W WAVELAND AVE & N ALBANY AVE
2018,33,"$2,428.03",Streets & Transportation,Bollard Menu (2018),2815 N WHIPPLE ST
2018,33,"$16,445.01",Streets & Transportation,Bus Pad (2018),W LAWRENCE AVE & N KEDZIE AVE
2018,33,"$142,000.00",Streets & Transportation,Concrete Alley (2018),W BELLE PLAINE AVE & N SACRAMENTO AVE&W BERTEAU AVE & N RICHMOND ST
2018,33,"$6,935.27",Streets & Transportation,Concrete Alley Menu (2019),3618 N RICHMOND ST
2018,33,"$16,627.93",Streets & Transportation,Curb & Gutter Menu (2017),N SACRAMENTO AVE & W AINSLIE ST
2018,33,"$11,589.02",Streets & Transportation,Curb & Gutter (2018),3134 W LELAND AVE:ON W LELAND AVE FROM N TROY ST (3130 W) TO N KEDZIE AVE (3200 W)
2018,33,"$20,777.31",Streets & Transportation,Curb & Gutter Menu (2018),3727-3741 N CHRISTIANA AVE
2018,33,"$3,500.00",Streets & Transportation,Miscellaneous CDOT Projects (2018),2761 W WINDSOR AVE:3937 N MOZART ST:3000-3004 N ALBANY AVE:4440 N CALIFORNIA AVE
2018,33,$440.00,Streets & Transportation,Pavement Markings Menu (2018),4339 N RICHMOND ST
2018,33,"$10,060.95",Streets & Transportation,Sidewalk Menu (2018),N WHIPPLE ST & W AINSLIE ST
2018,33,"$10,601.23",Streets & Transportation,Sidewalk Menu (2018),N ALBANY AVE & W GUNNISON ST
2018,33,"$60,662.16",Streets & Transportation,Sidewalk Menu (2018),3146-3150 W BARRY AVE:3147-3151 W BARRY AVE
2018,33,"$6,434.48",Streets & Transportation,Sidewalk (2018),ON N CHRISTIANA AVE FROM W AINSLIE ST (4900 N) TO W ARGYLE ST (5000 N)
2018,33,"$3,055.66",Streets & Transportation,Sidewalk Menu (2018),3705 N KEDZIE AVE
2018,33,"$1,823.24",Streets & Transportation,Sidewalk Menu (2018),3904 N MOZART ST
2018,33,"$2,503.32",Streets & Transportation,Sidewalk Menu (2018),3929 N MOZART ST
2018,33,"$1,697.30",Streets & Transportation,Sidewalk Menu (2018),3414 N TROY ST
2018,33,$339.69,Streets & Transportation,Sidewalk Menu (2018),3428 N TROY ST
2018,33,$648.69,Streets & Transportation,Sidewalk Menu (2018),4417 N SACRAMENTO AVE
2018,33,"$2,840.48",Streets & Transportation,Sidewalk Menu (2018),2642 W BARRY AVE
2018,33,"$2,160.69",Streets & Transportation,Sidewalk Menu (2019),2925 W IRVING PARK RD
2018,33,"$200,000.00",Lighting,Street Light Residential Staggered Piggy Back (2018),ON N TROY ST FROM W MONTROSE AVE (4400 N) TO W WILSON AVE (4600 N)
2018,33,"$180,000.00",Lighting,Street Light Residential Staggered Piggy Back (2018),AVE (4630 N):ON N SPAULDING AVE FROM W EASTWOOD AVE (4630 N) TO W WILSON AVE (4600 N)
2018,33,"$58,797.02",Streets & Transportation,Street Resurfacing (2018),ON W GEORGE ST FROM N WASHTENAW AVE (2700 W) TO N CALIFORNIA AVE (2800 W)
2018,33,"$33,925.12",Streets & Transportation,Street Resurfacing (2018),ON W WELLINGTON AVE FROM N ALBANY AVE (3100 W) TO N KEDZIE AVE (3200 W)
2018,33,"$42,090.06",Streets & Transportation,Street Resurfacing (2018),ON W BARRY AVE FROM N ROCKWELL ST (2600 W) TO N WASHTENAW AVE (2700 W)
2018,33,"$48,609.82",Streets & Transportation,Street Resurfacing (2018),ON N TALMAN AVE FROM W DIVERSEY AVE (2800 N) TO W GEORGE ST (2900 N)
2018,33,"$35,946.62",Streets & Transportation,Street Resurfacing (2018),ON N RICHMOND ST FROM W SUNNYSIDE AVE (4500 N) TO W WILSON AVE (4600 N)
2018,33,"$46,693.89",Streets & Transportation,Street Resurfacing (2018),ON N FRANCISCO AVE FROM W ADDISON ST (3600 N) TO W WAVELAND AVE (3700 N)
2018,33,"$3,700.00",Streets & Transportation,Street Speed Hump (2018),ON N WHIPPLE ST FROM W WAVELAND AVE (3700 N) TO W GRACE ST (3800 N)
2018,33,"$3,700.00",Streets & Transportation,Street Speed Hump (2018),ON W NELSON ST FROM N FRANCISCO AVE (2900 W) TO N SACRAMENTO AVE (3000 W)
2018,33,"$1,108.23",Streets & Transportation,Street Speed Hump Menu (2018),4129 N SACRAMENTO AVE
2018,33,"$3,700.00",Streets & Transportation,Street Speed Hump (2018),ON N FRANCISCO AVE FROM W ADDISON ST (3600 N) TO W WAVELAND AVE (3700 N)
2018,33,"$3,700.00",Streets & Transportation,Street Speed Hump (2018),ON N SPAULDING AVE FROM W WAVELAND AVE (3700 N) TO W GRACE ST (3800 N)
2018,33,$0.00,Streets & Transportation,Street Speed Hump Replacement (2018),ON W GEORGE ST FROM N WASHTENAW AVE (2700 W) TO N CALIFORNIA AVE (2800 W)
2018,33,$0.00,Streets & Transportation,Street Speed Hump Replacement (2018),ON W WELLINGTON AVE FROM N ALBANY AVE (3100 W) TO N KEDZIE AVE (3200 W)
2018,33,$0.00,Streets & Transportation,Street Speed Hump Replacement (2018),ON N TALMAN AVE FROM W DIVERSEY AVE (2800 N) TO W GEORGE ST (2900 N)
2018,34,"$7,245.00",Streets & Transportation,ADA - Alley Resurfacing (2018),W 110TH PL & S BISHOP ST&W 111TH ST & S HAMLET AVE:1446 W 111TH ST
2018,34,"$14,490.00",Streets & Transportation,ADA - Street Resurfacing (2018),ON W 104TH ST FROM S UNION AVE (700 W) TO S EMERALD AVE (730 W)
2018,34,"$27,957.01",Streets & Transportation,Alley Apron Menu (2018),10153 S WINSTON AVE
2018,34,"$9,246.52",Streets & Transportation,Alley Resurfacing Menu (2018),11528 S HALSTED ST
2018,34,"$17,013.91",Streets & Transportation,Alley Resurfacing (2018),W 110TH PL & S BISHOP ST&W 111TH ST & S HAMLET AVE:1446 W 111TH ST
2018,34,"$52,418.55",Streets & Transportation,Alley Resurfacing Menu (2018),W 119TH ST & S PARNELL AVE&W 118TH ST & S NORMAL AVE
2018,34,"$7,013.54",Streets & Transportation,Cul-De-Sac,W 114TH PL & S LOOMIS ST
2018,34,"$29,446.16",Streets & Transportation,Curb & Gutter (2018),ON S ASHLAND AVE FROM W 111TH ST (11100 S) TO W PRYOR AVE (11160 S)
2018,34,"$8,739.36",Streets & Transportation,Sidewalk Menu (2017),1104 W 104TH PL
2018,34,"$28,335.22",Streets & Transportation,Sidewalk Menu (2018),1104 W 104TH PL
2018,34,"$15,056.86",Streets & Transportation,Sidewalk Menu (2018),10756 S LOWE AVE
2018,34,"$68,056.54",Streets & Transportation,Sidewalk (2018),ON S MORGAN ST FROM W 122ND ST (12200 S) TO W 123RD ST (12300 S)
2018,34,"$23,510.44",Streets & Transportation,Sidewalk (2018),ON S THROOP ST FROM W 105TH ST (10500 S) TO W 107TH ST (10700 S)
2018,34,"$12,562.83",Streets & Transportation,Sidewalk Menu (2018),10700 S EMERALD AVE
2018,34,"$80,067.26",Streets & Transportation,Sidewalk (2018),ON S ASHLAND AVE FROM W 110TH ST (11000 S) TO W CHELSEA PL (11050 S)
2018,34,"$10,400.00",Beautification,Street Light Pole Painting (2018),ON S ASHLAND AVE FROM W 115TH ST (11500 S) TO W 119TH ST (11900 S)
2018,34,"$132,400.00",Beautification,Street Light Pole Painting (2018),S):ON S HALSTED ST FROM W 110TH ST (11000 S) TO W 123RD ST (12300 S)
2018,34,"$40,000.00",Lighting,Street Light Residential Staggered Piggy Back (2018),ON S LAFLIN ST FROM 12220 S TO W 122ND ST (12200 S)
2018,34,"$2,000.00",Lighting,Street Light Upgrade Menu (2018),11900 S LOOMIS ST
2018,34,"$21,171.56",Streets & Transportation,Street Resurfacing (1-5) (2018),ON S ADA ST FROM W 114TH PL (11430 S) TO W 115TH ST (11500 S)
2018,34,"$30,928.57",Streets & Transportation,Street Resurfacing (1-5) (2018),ON W 110TH ST FROM S BISHOP ST (1440 W) TO S LOOMIS ST (1400 W)
2018,34,"$47,199.93",Streets & Transportation,Street Resurfacing (1-5) (2018),ON S ELIZABETH ST FROM W 113TH PL (11340 S) TO W 114TH PL (11430 S)
2018,34,"$53,851.75",Streets & Transportation,Street Resurfacing (1-5) (2018),ON W CHELSEA PL FROM S ASHLAND AVE (1600 W) TO S VINCENNES AVE (1630 W)
2018,34,"$58,518.52",Streets & Transportation,Street Resurfacing (2018),ON S GREEN ST FROM W 113TH ST (11300 S) TO W 116TH ST (11600 S)
2018,34,"$48,726.04",Streets & Transportation,Street Resurfacing (2018),ON S LAFLIN ST FROM W 113TH PL (11340 S) TO W 114TH PL (11430 S)
2018,34,"$70,556.87",Streets & Transportation,Street Resurfacing (2018),ON S BISHOP ST FROM W 120TH ST (12000 S) TO W 121ST ST (12100 S)
2018,34,"$45,498.01",Streets & Transportation,Street Resurfacing (2018),ON S LOWE AVE FROM W 113TH ST (11300 S) TO W 114TH ST (11400 S)
2018,34,"$37,180.39",Streets & Transportation,Street Resurfacing (2018),ON W 104TH ST FROM S UNION AVE (700 W) TO S EMERALD AVE (730 W)
2018,34,"$42,363.68",Streets & Transportation,Street Resurfacing (2018),ON S ELIZABETH ST FROM W 115TH ST (11500 S) TO W 116TH ST (11600 S)
2018,34,"$110,311.47",Streets & Transportation,Street Resurfacing (2018),ON S LAFLIN ST FROM W 117TH ST (11700 S) TO W 119TH ST (11900 S)
2018,34,"$46,631.47",Streets & Transportation,Street Resurfacing (2018),ON S LOWE AVE FROM W 111TH ST (11100 S) TO W 112TH ST (11200 S)
2018,34,"$91,674.95",Streets & Transportation,Street Resurfacing (2018),ON W 124TH ST FROM S WALLACE ST (600 W) TO S HALSTED ST (800 W)
2018,34,"$20,177.58",Streets & Transportation,Street Resurfacing (2018),ON S ASHLAND AVE FROM W 111TH ST (11100 S) TO W PRYOR AVE (11160 S)
2018,34,"$1,850.00",Streets & Transportation,Street Speed Hump (2018),ON W 117TH ST FROM S UNION AVE (720 W) TO S LOWE AVE (640 W)
2018,34,"$3,700.00",Streets & Transportation,Street Speed Hump (2018),ON S BISHOP ST FROM W 120TH ST (12000 S) TO W 121ST ST (12100 S)
2018,34,"$3,700.00",Streets & Transportation,Street Speed Hump (2018),ON W 117TH ST FROM S NORMAL AVE (500 W) TO S WALLACE ST (600 W)
2018,34,$0.00,Streets & Transportation,Street Speed Hump Replacement (2018),ON S ADA ST FROM W 114TH PL (11430 S) TO W 115TH ST (11500 S)
2018,34,$0.00,Streets & Transportation,Street Speed Hump Replacement (2018),ON S LAFLIN ST FROM W 117TH ST (11700 S) TO W 119TH ST (11900 S)
2018,35,"$8,933.42",Streets & Transportation,Alley Apron (2019),ON W BYRON ST FROM N KIMBALL AVE (3400 W) TO N BERNARD ST (3430 W)
2018,35,"$39,251.15",Streets & Transportation,Alley Resurfacing (1-1) (2018),N ST LOUIS AVE & W ALTGELD ST&N BERNARD ST & W FULLERTON AVE
2018,35,"$22,995.76",Streets & Transportation,Alley Resurfacing (1-1) (2018),N ST LOUIS AVE & W ALTGELD ST&N BERNARD ST & W FULLERTON AVE
2018,35,"$44,545.58",Streets & Transportation,Alley Resurfacing (2018),N LOWELL AVE & W ARMITAGE AVE&N KOSTNER AVE & W CORTLAND ST
2018,35,"$34,562.78",Streets & Transportation,Alley Resurfacing (2018),N CHRISTIANA AVE & W WELLINGTON AVE&N SPAULDING AVE & W BARRY AVE
2018,35,"$9,178.30",Streets & Transportation,Alley Resurfacing (2018),N KIMBALL AVE & W BELLE PLAINE AVE&N BERNARD ST & W BERTEAU AVE
2018,35,"$28,882.41",Streets & Transportation,Alley Resurfacing Menu (2018),4400 N BERNARD ST
2018,35,"$57,050.15",Streets & Transportation,Alley Resurfacing (2018),N KEDVALE AVE & W DICKENS AVE&N KEELER AVE & W ARMITAGE AVE
2018,35,"$12,989.99",Streets & Transportation,Alley Resurfacing (2018),N WISNER AVE & N KIMBALL AVE&N DAWSON AVE & W WELLINGTON AVE
2018,35,"$27,838.04",Streets & Transportation,Alley Resurfacing (2018),N ST LOUIS AVE & W CULLOM AVE&N DRAKE AVE & W BERTEAU AVE
2018,35,"$5,730.66",Streets & Transportation,Alley Resurfacing Menu (2018),4400 N BERNARD ST
2018,35,"$1,400.00",Streets & Transportation,Alley Speed Hump (2018),N KEYSTONE AVE & W BELDEN AVE&N PULASKI RD & W PALMER ST
2018,35,"$1,400.00",Streets & Transportation,Alley Speed Hump (2019),N KEYSTONE AVE & W PALMER ST&N PULASKI RD & W BELDEN AVE
2018,35,"$1,400.00",Streets & Transportation,Alley Speed Hump (2019),N LOWELL AVE & W CORTLAND ST&N KILDARE AVE & W WABANSIA AVE
2018,35,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2018),N CHRISTIANA AVE & W WELLINGTON AVE&N SPAULDING AVE & W BARRY AVE
2018,35,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2018),N ST LOUIS AVE & W ALTGELD ST&N BERNARD ST & W FULLERTON AVE
2018,35,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2018),N LOWELL AVE & W ARMITAGE AVE&N KOSTNER AVE & W CORTLAND ST
2018,35,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2018),N KEDVALE AVE & W DICKENS AVE&N KEELER AVE & W ARMITAGE AVE
2018,35,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2018),4400 N BERNARD ST
2018,35,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2018),N ST LOUIS AVE & W CULLOM AVE&N DRAKE AVE & W BERTEAU AVE
2018,35,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2018),N WISNER AVE & N KIMBALL AVE&N DAWSON AVE & W WELLINGTON AVE
2018,35,"$13,311.43",Streets & Transportation,Cook County Highway (2018),W LAWRENCE Ave& N MONTICELLO AVE & N LAWNDALE AVE
2018,35,"$231,000.00",Streets & Transportation,Concrete Alley Menu (2018),2200 N KEELER AVE
2018,35,"$27,011.00",Security Cameras,High Definition Camera Menu (2018),W WILSON AVE & N MONTICELLO AVE
2018,35,$350.00,Streets & Transportation,"In-Road ""State Law Stop For Pedestrians"" Signs (2018)",N MILWAUKEE AVE & N SAWYER AVE
2018,35,$600.00,Streets & Transportation,"In-Road ""State Law Stop For Pedestrians"" Signs (2018)",N MILWAUKEE AVE & N SPAULDING AVE
2018,35,$600.00,Streets & Transportation,"In-Road ""State Law Stop For Pedestrians"" Signs (2018)",W LAWRENCE AVE & N LAWNDALE AVE
2018,35,$600.00,Streets & Transportation,"In-Road ""State Law Stop For Pedestrians"" Signs (2018)",W LAWRENCE AVE & N SPRINGFIELD AVE
2018,35,$350.00,Streets & Transportation,"In-Road ""State Law Stop For Pedestrians"" Signs (2018)",N MILWAUKEE AVE & N SAWYER AVE
2018,35,"$51,356.46",Streets & Transportation,Sidewalk (2018),ON N CENTRAL PARK AVE FROM W FULLERTON AVE (2400 N) TO W ALTGELD ST (2500 N)
2018,35,"$31,902.39",Streets & Transportation,Sidewalk (2018),ON W CULLOM AVE FROM N CENTRAL PARK AVE (3600 W) TO N LAWNDALE AVE (3700 W)
2018,35,"$121,000.00",Lighting,Street Light Residential Staggered Piggy Back (2018),ON N TRIPP AVE FROM W PALMER ST (2200 N) TO W FULLERTON AVE (2400 N)
2018,35,"$43,039.90",Streets & Transportation,Street Resurfacing (1-5) (2018),ON N HARDING AVE FROM W LELAND AVE (4700 N) TO W LAWRENCE AVE (4800 N)
2018,35,"$96,647.24",Streets & Transportation,Street Resurfacing (1-5) (2018),ON N MONTICELLO AVE FROM W WILSON AVE (4600 N) TO W LAWRENCE AVE (4800 N)
2018,35,"$48,802.27",Streets & Transportation,Street Resurfacing (1-5) (2018),ON N LOWELL AVE FROM W PALMER ST (2200 N) TO W BELDEN AVE (2300 N)
2018,35,"$52,652.76",Streets & Transportation,Street Resurfacing (1-5) (2018),ON N TRIPP AVE FROM W PALMER ST (2200 N) TO W BELDEN AVE (2300 N)
2018,35,"$44,341.41",Streets & Transportation,Street Resurfacing (2018),ON N HAMLIN AVE FROM W LELAND AVE (4700 N) TO W LAWRENCE AVE (4800 N)
2018,35,"$18,483.50",Streets & Transportation,Street Resurfacing (2018),ON W SUNNYSIDE AVE FROM N KIMBALL AVE (3400 W) TO N BERNARD ST (3430 W)
2018,35,"$41,104.96",Streets & Transportation,Street Resurfacing (2018),ON N CENTRAL PARK AVE FROM W MONTROSE AVE (4400 N) TO W SUNNYSIDE AVE (4500 N)
2018,35,"$26,703.28",Streets & Transportation,Street Resurfacing (2018),ON N CENTRAL PARK AVE FROM W CULLOM AVE (4300 N) TO W MONTROSE AVE (4400 N)
2018,35,"$21,953.74",Streets & Transportation,Street Resurfacing (2018),ON W BELDEN AVE FROM N KEDVALE AVE (4130 W) TO N KEELER AVE (4200 W)
2018,35,"$37,236.26",Streets & Transportation,Street Resurfacing (2018),ON N LAWNDALE AVE FROM W CULLOM AVE (4300 N) TO W MONTROSE AVE (4400 N)
2018,35,"$51,487.66",Streets & Transportation,Street Resurfacing (2019),ON N SPAULDING AVE FROM W WRIGHTWOOD AVE (2600 N) TO W SCHUBERT AVE (2700 N)
2018,35,"$42,807.49",Streets & Transportation,Street Resurfacing (2019),ON W ALTGELD ST FROM N ST LOUIS AVE (3500 W) TO N DRAKE AVE (3530 W)
2018,35,"$3,700.00",Streets & Transportation,Street Speed Hump (2018),ON N DRAKE AVE FROM W IRVING PARK RD (4000 N) TO W BELLE PLAINE AVE (4100 N)
2018,35,"$3,700.00",Streets & Transportation,Street Speed Hump Menu (2018),3800 N DRAKE AVE
2018,35,"$3,700.00",Streets & Transportation,Street Speed Hump (2018),ON N DRAKE AVE FROM W DICKENS AVE (2100 N) TO W PALMER ST (2200 N)
2018,35,"$4,700.00",Streets & Transportation,Street Speed Hump Menu (2019),ON N KEELER AVE FROM 1800 N TO W CORTLAND ST (1900 N)
2018,35,"$4,700.00",Streets & Transportation,Street Speed Hump (2019),ON N SPRINGFIELD AVE FROM W WILSON AVE (4600 N) TO W LELAND AVE (4700 N)
2018,35,$0.00,Streets & Transportation,Street Speed Hump Replacement (2018),ON N TRIPP AVE FROM W PALMER ST (2200 N) TO W BELDEN AVE (2300 N)
2018,35,$0.00,Streets & Transportation,Street Speed Hump Replacement (2018),ON N CENTRAL PARK AVE FROM W CULLOM AVE (4300 N) TO W MONTROSE AVE (4400 N)
2018,35,$0.00,Streets & Transportation,Street Speed Hump Replacement (2019),ON N SPAULDING AVE FROM W WRIGHTWOOD AVE (2600 N) TO W SCHUBERT AVE (2700 N)
2018,36,"$27,223.72",Streets & Transportation,Alley Apron (2018),6346 W MELROSE ST
2018,36,"$14,693.56",Streets & Transportation,Alley Apron Menu (2018),6201 W HENDERSON ST
2018,36,"$31,109.05",Streets & Transportation,Alley Apron Menu (2018),6412 W DICKENS AVE
2018,36,"$30,375.23",Streets & Transportation,Alley Apron Menu (2018),6342 W WAVELAND AVE:6343 W WAVELAND AVE
2018,36,"$10,603.29",Streets & Transportation,Alley Apron Menu (2019),3001 N NARRAGANSETT AVE
2018,36,"$11,119.58",Streets & Transportation,Alley Apron (2019),ON N NEW ENGLAND AVE FROM W ALTGELD ST (2500 N) TO W GRAND AVE (2400 N)
2018,36,"$1,400.00",Streets & Transportation,Alley Speed Hump Menu (2018),6601 W SCHOOL ST
