year,ward,cost,category,program,description
2021,26,"$4,700.00",Streets & Transportation,Street Speed Hump (2021),ON N AVERS AVE FROM W DICKENS AVE (2100 N) TO W PALMER ST (2200 N)
2021,26,"$2,350.00",Streets & Transportation,Street Speed Hump (2021),ON N SACRAMENTO AVE FROM W CORTEZ ST (1050 N) TO W THOMAS ST (1100 N); 1045 N
2021,26,"$4,700.00",Streets & Transportation,Street Speed Hump (2021),ON N TRIPP AVE FROM W NORTH AVE (1600 N) TO W WABANSIA AVE (1700 N)
2021,27,"$10,971.00",Security Cameras,1 LPR Existing Camera: 800 N Ridgeway,800 N RIDGEWAY AVE
2021,27,"$10,971.00",Security Cameras,1 LPR Existing Camera - I-290 & Ashland,415 S ASHLAND AVE
2021,27,"$27,410.00",Security Cameras,1 LPR No POD Camera - 1498 N Hudson,N HUDSON AVE & W BLACKHAWK ST
2021,27,"$27,410.00",Security Cameras,1 LPR No POD Camera - Chicago & Kedzie,W CHICAGO AVE & N KEDZIE AVE
2021,27,"$27,410.00",Security Cameras,1 LPR no POD Camera: Franklin & Trumbull,N TRUMBULL AVE & W FRANKLIN BLVD N
2021,27,"$27,410.00",Security Cameras,1 LPR no POD Camera - Grand & Hamlin,W GRAND AVE & N HAMLIN AVE
2021,27,"$27,410.00",Security Cameras,1 LPR No POD Camera - Oak & Cambridge,W OAK ST & N CAMBRIDGE AVE
2021,27,"$10,971.00",Security Cameras,1 LPR on Existing Camera: Halsted & Grand,N HALSTED ST & W GRAND AVE
2021,27,"$54,820.00",Security Cameras,1 LPR w/o POD Camera - I-290 & Paulina,415 S PAULINA ST
2021,27,"$12,388.00",Security Cameras,1 POD Camera: Noble & Huron (Split w/ Ward 1),W HURON ST & N NOBLE ST
2021,27,"$24,776.00",Security Cameras,1 POD Camera: Ohio & Christiana,W OHIO ST & N CHRISTIANA AVE
2021,27,"$61,641.64",Streets & Transportation,Alley Resurfacing (2021),N RIDGEWAY AVE & W THOMAS ST&W DIVISION ST & N LAWNDALE AVE
2021,27,"$31,086.60",Streets & Transportation,Alley Resurfacing (2021),N TRUMBULL AVE & W OHIO ST&W FRANKLIN BLVD & N ST LOUIS AVE
2021,27,"$1,400.00",Streets & Transportation,Alley Speed Hump (2021),N CENTRAL PARK AVE & W OHIO ST&W HURON ST & N MONTICELLO AVE
2021,27,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2021),N RIDGEWAY AVE & W THOMAS ST&W DIVISION ST & N LAWNDALE AVE
2021,27,"$213,338.03",Streets & Transportation,Concrete Alley (2021),N DRAKE AVE & W OHIO ST&W FRANKLIN BLVD N & N CENTRAL PARK AVE
2021,27,"$19,651.72",Streets & Transportation,Curb & Gutter (2021),2201 W MONROE ST
2021,27,"$32,983.95",Streets & Transportation,Curb & Gutter (2021),ON N CROSBY ST FROM W HOBBIE ST (1100 N) TO W ELM ST (1150 N)
2021,27,$660.00,Streets & Transportation,Miscellaneous CDOT Projects (2021),3042 W WASHINGTON BLVD
2021,27,"$50,000.00",Streets & Transportation,Miscellaneous CDOT Projects (2021),N HALSTED ST & W HUBBARD ST&W WASHINGTON BLVD & N OGDEN AVE
2021,27,"$3,214.67",Streets & Transportation,Sidewalk (2021),1103 N RIDGEWAY AVE
2021,27,"$12,499.62",Streets & Transportation,Sidewalk (2021),1151 S WOOD ST
2021,27,"$54,176.56",Streets & Transportation,Sidewalk (2021),459 N HAMLIN AVE
2021,27,$428.52,Streets & Transportation,Sidewalk (2021),801 N SEDGWICK ST
2021,27,"$5,498.03",Streets & Transportation,Sidewalk (2021),ON W JACKSON BLVD FROM S PAULINA ST (1700 W) TO S ASHLAND AVE (1600 W)
2021,27,"$85,000.00",Streets & Transportation,Street Resurfacing (2021),ON N CLEAVER ST FROM 1135 N TO W DIVISION ST (1199 N)
2021,27,"$47,072.43",Streets & Transportation,Street Resurfacing (2021),ON N CROSBY ST FROM W HOBBIE ST (1100 N) TO W ELM ST (1150 N)
2021,27,"$9,565.17",Streets & Transportation,Street Resurfacing (2021),ON N HUDSON AVE FROM W CHICAGO AVE (800 N) TO W CHESTNUT ST (850 N)
2021,27,"$52,932.89",Streets & Transportation,Street Resurfacing (2021),ON N LAWNDALE AVE FROM 402 N TO W FERDINAND ST (500 N)
2021,27,"$39,134.70",Streets & Transportation,Street Resurfacing (2021),ON N MAY ST FROM W RANDOLPH ST (140 N) TO W LAKE ST (200 N)
2021,27,"$49,820.65",Streets & Transportation,Street Resurfacing (2021),ON N MONTICELLO AVE FROM W CHICAGO AVE (800 N) TO W IOWA ST (900 N)
2021,27,"$67,134.25",Streets & Transportation,Street Resurfacing (2021),ON W ADAMS ST FROM S FRANCISCO AVE (2900 W) TO S SACRAMENTO BLVD (3000 W)
2021,27,"$55,020.54",Streets & Transportation,Street Resurfacing (2021),ON W CONGRESS PKWY FROM S CALIFORNIA AVE (2800 W) TO S FRANCISCO AVE (2900 W)
2021,27,"$122,771.02",Streets & Transportation,Street Resurfacing (2021),ON W FERDINAND ST FROM N AVERS AVE (3832 W) TO N MONTICELLO AVE (3632 W)
2021,27,"$50,038.31",Streets & Transportation,Street Resurfacing (2021),ON W GRENSHAW ST FROM S WOOD ST (1800 W) TO S WOLCOTT AVE (1900 W)
2021,27,"$22,301.95",Streets & Transportation,Street Resurfacing (2021),ON W MAYPOLE AVE FROM N OAKLEY BLVD (2300 W) TO N WESTERN AVE (2400 W)
2021,27,"$15,737.75",Streets & Transportation,Street Resurfacing (2021),ON W RACE AVE FROM N RACINE AVE (1200 W) TO N OGDEN AVE (1230 W)
2021,27,"$26,762.34",Streets & Transportation,Street Resurfacing (2021),ON W SUPERIOR ST FROM N HALSTED ST (800 W) TO N GREEN ST (830 W)
2021,27,"$2,350.00",Streets & Transportation,Street Speed Hump (2021),ON S HOYNE AVE FROM W ADAMS ST (200 S) TO W JACKSON BLVD (300 S)
2021,27,"$2,350.00",Streets & Transportation,Street Speed Hump (2021),ON W GLADYS AVE FROM 2150 W TO S HOYNE AVE (2100 W)
2021,27,$0.00,Streets & Transportation,Street Speed Hump Replacement (2021),ON N MONTICELLO AVE FROM W CHICAGO AVE (800 N) TO W IOWA ST (900 N)
2021,27,$0.00,Streets & Transportation,Street Speed Hump Replacement (2021),ON W ADAMS ST FROM S FRANCISCO AVE (2900 W) TO S SACRAMENTO BLVD (3000 W)
2021,27,$0.00,Streets & Transportation,Street Speed Hump Replacement (2021),ON W FERDINAND ST FROM N AVERS AVE (3832 W) TO N PULASKI RD (3999 W)
2021,27,"$103,481.65",Beautification,Viaduct Improvement (2021),1220 W AUGUSTA BLVD
2021,28,"$39,939.80",Streets & Transportation,Alley Apron (2021),1251 S ASHLAND AVE
2021,28,"$20,279.40",Streets & Transportation,Alley Resurfacing (2021),S CICERO AVE & W JACKSON BLVD&W QUINCY ST & S LAVERGNE AVE
2021,28,"$14,801.29",Streets & Transportation,Alley Resurfacing (2021),S LAFLIN ST & W POLK ST&W LEXINGTON ST & S LAFLIN ST
2021,28,"$72,620.57",Streets & Transportation,Alley Resurfacing (2021),W JACKSON BLVD & S ALBANY AVE&S WHIPPLE ST & W VAN BUREN ST
2021,28,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2021),W JACKSON BLVD & S ALBANY AVE&S WHIPPLE ST & W VAN BUREN ST
2021,28,"$17,239.80",Streets & Transportation,Concrete Alley (2021),5028 W JACKSON BLVD
2021,28,"$1,800.00",Security Cameras,Relocation POD Camera: 4400 W Fulton,4400 W FULTON ST
2021,28,"$2,095.88",Streets & Transportation,Sidewalk (2021),1101 S RICHMOND ST
2021,28,"$24,270.23",Streets & Transportation,Sidewalk (2021),17 N LECLAIRE AVE
2021,28,"$15,986.61",Streets & Transportation,Sidewalk (2021),310 S LEAMINGTON AVE; 324 S LEAMINGTON AVE
2021,28,"$15,010.74",Streets & Transportation,Sidewalk (2021),4523 W WILCOX ST
2021,28,"$7,785.20",Streets & Transportation,Sidewalk (2021),5065 W MADISON ST
2021,28,"$40,749.35",Streets & Transportation,Sidewalk (2021),S MAPLEWOOD AVE & W LEXINGTON ST; 2534 W LEXINGTON ST
2021,28,"$3,500.00",Security Cameras,Street Light Pole for High Definition Camera (2021),S ALBANY AVE & W FLOURNOY ST
2021,28,"$771,445.81",Lighting,Street Light Residential Staggered Piggy Back (2021),TO W WEST END AVE (200 N); ON N KEELER AVE FROM W WASHINGTON BLVD (100 N) TO W
2021,28,"$290,995.25",Lighting,Street Light Residential Staggered Piggy Back (2021),KARLOV AVE FROM W MAYPOLE AVE (250 N) TO W LAKE ST (300 N); ON N KEELER AVE
2021,28,"$2,500.00",Lighting,Street Light Upgrade (2021),137 S WHIPPLE ST; 147 S WHIPPLE ST; 201 S WHIPPLE ST; ON S WHIPPLE ST FROM W FIFTH
2021,28,"$1,000.00",Lighting,Street Light Upgrade (2021),3003 W FIFTH AVE; 3023 W FIFTH AVE
2021,28,"$2,500.00",Lighting,Street Light Upgrade (2021),ON W VAN BUREN ST FROM S CHRISTIANA AVE (3330 W) TO S HOMAN AVE (3400 W)
2021,28,"$91,320.81",Streets & Transportation,Street Resurfacing (2021),ON S OAKLEY AVE FROM W TAYLOR ST (1000 S) TO W OGDEN AVE (1200 S)
2021,28,"$34,677.16",Streets & Transportation,Street Resurfacing (2021),ON W FLOURNOY ST FROM S CAMPBELL AVE (2500 W) TO S MAPLEWOOD AVE (2540 W)
2021,28,"$29,482.09",Streets & Transportation,Street Resurfacing (2021),ON W VAN BUREN ST FROM S LEAMINGTON AVE (5100 W) TO S LARAMIE AVE (5200 W)
2021,29,"$35,747.00",Security Cameras,1 POD Camera + Existing LPR: 1300-1400 N Mayfield,1300 N MAYFIELD AVE
2021,29,"$34,514.39",Streets & Transportation,Alley Apron (2021),2815 N MONT CLARE AVE
2021,29,"$35,629.46",Streets & Transportation,Alley Resurfacing (2021),N AUSTIN BLVD & W AUGUSTA BLVD&W THOMAS ST & N MASON AVE
2021,29,"$52,996.64",Streets & Transportation,Alley Resurfacing (2021),NSHVILLE AVE & W WABANSIA AVE&W NORTH AVE & NTOMA AVE
2021,29,"$43,358.61",Streets & Transportation,Alley Resurfacing (2021),N OAK PARK AVE & W WABANSIA AVE&W NORTH AVE & N RUTHERFORD AVE; 1645 N OAK
2021,29,"$54,587.55",Streets & Transportation,Alley Resurfacing (2021),S CENTRAL AVE & W VAN BUREN ST&W CONGRESS PKWY & S LOTUS AVE
2021,29,"$66,900.17",Streets & Transportation,Alley Resurfacing (2021),S LAVERGNE AVE & W POLK ST; W POLK ST & S LAVERGNE AVE&S CICERO AVE & W
2021,29,"$70,025.15",Streets & Transportation,Alley Resurfacing (2021),S LOTUS AVE & W ADAMS ST&W QUINCY ST & S LOCKWOOD AVE; 5400 W QUINCY ST
2021,29,"$24,739.37",Streets & Transportation,Alley Resurfacing (2021),W BELMONT AVE & N NEVA AVE&N NOTTINGHAM AVE & W BARRY AVE; 7117 W BELMONT
2021,29,"$2,100.00",Streets & Transportation,Alley Speed Hump (2021),N CENTRAL AVE & W CHICAGO AVE&W HURON ST & N PARKSIDE AVE
2021,29,"$1,400.00",Streets & Transportation,Alley Speed Hump (2021),NRRAGANSETT AVE & W WABANSIA AVE&W NORTH AVE & N MOBILE AVE
2021,29,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2021),NSHVILLE AVE & W WABANSIA AVE&W NORTH AVE & NTOMA AVE
2021,29,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2021),N OAK PARK AVE & W WABANSIA AVE&W NORTH AVE & N RUTHERFORD AVE; 1645 N OAK
2021,29,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2021),S CENTRAL AVE & W VAN BUREN ST&W CONGRESS PKWY & S LOTUS AVE
2021,29,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2021),S LOTUS AVE & W ADAMS ST&W QUINCY ST & S LOCKWOOD AVE; 5400 W QUINCY ST
2021,29,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2021),W BELMONT AVE & N NEVA AVE&N NOTTINGHAM AVE & W BARRY AVE; 7117 W BELMONT
2021,29,"$60,000.00",Parks & Recreation,Austin Town Hall Park Fitness Course,5610 W LAKE ST
2021,29,"$6,201.49",Streets & Transportation,Bollard (2021),1212 N MENARD AVE
2021,29,"$7,990.96",Streets & Transportation,Bollard (2021),7107 W BELMONT AVE
2021,29,"$5,349.11",Streets & Transportation,Curb & Gutter (2021),1040 S MONITOR AVE
2021,29,"$15,987.07",Streets & Transportation,Curb & Gutter (2021),5849 W ARTHINGTON ST
2021,29,"$9,467.40",Streets & Transportation,Curb & Gutter (2021),6944 W ARMITAGE AVE
2021,29,"$41,522.71",Streets & Transportation,Diagonal Parking (2021),N HARLEM AVE & W ALTGELD ST
2021,29,$150.00,Streets & Transportation,Miscellaneous CDOT Projects (2021),1105 N MASSASOIT AVE
2021,29,$150.00,Streets & Transportation,Miscellaneous CDOT Projects (2021),1107 N MASSASOIT AVE
2021,29,"$12,000.00",Streets & Transportation,Miscellaneous CDOT Projects (2021),ON N HARLEM AVE FROM W NORTH AVE (1600 N) TO W MEDILL AVE (2340 N)
2021,29,"$12,000.00",Streets & Transportation,Miscellaneous CDOT Projects (2021),ON W NORTH AVE FROM N AUSTIN AVE (6000 W) TO N HARLEM AVE (7200 W)
2021,29,"$15,000.00",Beautification,Mural at N. Central Avenue and W Lake Street w/ DCASE,N CENTRAL AVE & W LAKE ST
2021,29,"$3,458.68",Streets & Transportation,Sidewalk (2021),1200 N MENARD AVE
2021,29,"$3,676.55",Streets & Transportation,Sidewalk (2021),1231 N AUSTIN BLVD
2021,29,"$4,962.08",Streets & Transportation,Sidewalk (2021),1328 N MENARD AVE
2021,29,"$4,855.48",Streets & Transportation,Sidewalk (2021),1709 N SAYRE AVE
2021,29,"$2,734.99",Streets & Transportation,Sidewalk (2021),1843 N NORMANDY AVE
2021,29,"$10,062.98",Streets & Transportation,Sidewalk (2021),1854 N SAYRE AVE
2021,29,"$7,113.92",Streets & Transportation,Sidewalk (2021),2543 N NORDICA AVE
2021,29,"$24,621.79",Streets & Transportation,Sidewalk (2021),2641-2651 N MONT CLARE AVE
2021,29,"$38,708.98",Streets & Transportation,Sidewalk (2021),2700 N NORDICA AVE
2021,29,"$5,919.80",Streets & Transportation,Sidewalk (2021),3331 N NEVA AVE
2021,29,"$23,273.00",Streets & Transportation,Sidewalk (2021),4801 W FLOURNOY ST
2021,29,"$64,775.45",Streets & Transportation,Sidewalk (2021),5800-5999 W ADAMS BLVD
2021,29,"$5,580.84",Streets & Transportation,Sidewalk (2021),6450 W BLOOMINGDALE AVE
2021,29,"$34,534.96",Streets & Transportation,Sidewalk (2021),6801 W SHAKESPEARE AVE
2021,29,"$2,505.84",Streets & Transportation,Sidewalk (2021),6821 W SHAKESPEARE AVE
2021,29,"$39,471.13",Streets & Transportation,Sidewalk (2021),6849 W BELDEN AVE; W BELDEN AVE & N NEWLAND AVE
2021,29,"$48,889.47",Streets & Transportation,Sidewalk (2021),7000-7004 W DIVERSEY AVE
2021,29,"$2,399.65",Streets & Transportation,Sidewalk (2021),7023 W WOLFRAM ST
2021,29,"$3,309.93",Streets & Transportation,Sidewalk (2021),929 S MASON AVE
2021,29,"$21,249.54",Streets & Transportation,Sidewalk (2021),N NEWLAND AVE & W PALMER ST; 6928 W PALMER ST
2021,29,"$24,016.66",Streets & Transportation,Sidewalk (2021),ON NTCHEZ AVE FROM W WABANSIA AVE (1700 N) TO W BLOOMINGDALE AVE (1800 N)
2021,29,"$60,000.00",Streets & Transportation,Sidewalk (2021),W RACE AVE & N PARKSIDE AVE
2021,29,"$14,527.37",Streets & Transportation,Street Bump Outs (2021),ON W POLK ST FROM 4900 W TO S CICERO AVE (4800 W); W POLK ST & S CICERO AVE
2021,29,"$9,265.00",Streets & Transportation,Street Cul-de-Sac (2021),ON N MASON AVE FROM W MADISON ST (0 S) TO W WASHINGTON BLVD (100 N)
2021,29,$500.00,Lighting,Street Light Upgrade (2021),125 S AUSTIN BLVD
2021,29,$500.00,Lighting,Street Light Upgrade (2021),1812 N AUSTIN AVE
2021,29,$159.77,Lighting,Street Light Upgrade (2021),21 S MASON AVE
2021,29,$500.00,Lighting,Street Light Upgrade (2021),2319 N NORMANDY AVE
2021,29,$500.00,Lighting,Street Light Upgrade (2021),3120 N ODELL AVE; N ODELL AVE & W BELMONT AVE&W BARRY AVE & N OKETO AVE
2021,29,$500.00,Lighting,Street Light Upgrade (2021),5313 W MADISON ST
2021,29,$500.00,Lighting,Street Light Upgrade (2021),5413 W MADISON ST
2021,29,$500.00,Lighting,Street Light Upgrade (2021),N SAYRE AVE & W BELMONT AVE&W BARRY AVE & N NORDICA AVE; 3108 N SAYRE AVE
2021,29,"$46,399.63",Streets & Transportation,Street Resurfacing (2021),ON NGLE AVE FROM W NORTH AVE (1600 N) TO W WABANSIA AVE (1700 N)
2021,29,"$49,254.67",Streets & Transportation,Street Resurfacing (2021),ON NTCHEZ AVE FROM W WABANSIA AVE (1700 N) TO W BLOOMINGDALE AVE (1800 N)
2021,29,"$78,275.10",Streets & Transportation,Street Resurfacing (2021),ON N NEW ENGLAND AVE FROM W ARMITAGE AVE (2000 N) TO W SHAKESPEARE AVE (2140
2021,29,"$60,419.10",Streets & Transportation,Street Resurfacing (2021),ON N NEWLAND AVE FROM W DICKENS AVE (2100 N) TO W PALMER ST (2200 N)
2021,29,"$3,477.29",Streets & Transportation,Street Resurfacing (2021),ON N NORDICA AVE FROM W CORTLAND ST (1900 N) TO W ARMITAGE AVE (2000 N)
2021,29,"$65,422.75",Streets & Transportation,Street Resurfacing (2021),ON N NORMANDY AVE FROM W WRIGHTWOOD AVE (2600 N) TO W GRAND AVE (2400 N)
2021,29,"$41,313.00",Streets & Transportation,Street Resurfacing (2021),ON S LOCKWOOD AVE FROM W ADAMS ST (200 S) TO W JACKSON BLVD (300 S)
2021,29,"$4,700.00",Streets & Transportation,Street Speed Hump (2021),ON N MASSASOIT AVE FROM W AUGUSTA BLVD (1000 N) TO W THOMAS ST (1100 N)
2021,29,"$4,700.00",Streets & Transportation,Street Speed Hump (2021),ON N MAYFIELD AVE FROM W LE MOYNE ST (1500 N) TO W NORTH AVE (1600 N)
2021,29,"$2,350.00",Streets & Transportation,Street Speed Hump (2021),ON N MENARD AVE FROM W LAKE ST (430 N) TO W MIDWAY PARK (500 N)
2021,29,"$2,350.00",Streets & Transportation,Street Speed Hump (2021),ON N MENARD AVE FROM W MIDWAY PARK (500 N) TO W RACE AVE (540 N)
2021,29,"$2,350.00",Streets & Transportation,Street Speed Hump (2021),ON N MENARD AVE FROM W WABANSIA AVE (1700 N) TO W BLOOMINGDALE AVE (1800 N)
2021,29,"$4,700.00",Streets & Transportation,Street Speed Hump (2021),ON N NEWLAND AVE FROM W WABANSIA AVE (1700 N) TO W BLOOMINGDALE AVE (1800 N)
2021,29,"$2,350.00",Streets & Transportation,Street Speed Hump (2021),ON N PARKSIDE AVE FROM W FULTON ST (300 N) TO W CORCORAN PL (400 N)
2021,29,"$4,700.00",Streets & Transportation,Street Speed Hump (2021),ON N WALLER AVE FROM W AUGUSTA BLVD (1000 N) TO W THOMAS ST (1100 N)
2021,29,"$4,700.00",Streets & Transportation,Street Speed Hump (2021),ON N WALLER AVE FROM W OHIO ST (600 N) TO W HURON ST (700 N)
2021,29,"$2,350.00",Streets & Transportation,Street Speed Hump (2021),ON S LOCKWOOD AVE FROM W JACKSON BLVD (300 S) TO W GLADYS AVE (330 S)
2021,29,"$2,350.00",Streets & Transportation,Street Speed Hump (2021),ON S MASON AVE FROM W RAILROAD AVE (900 S) TO W ARTHINGTON ST (1000 S)
2021,29,"$4,700.00",Streets & Transportation,Street Speed Hump (2021),ON W ARTHINGTON ST FROM S MAYFIELD AVE (5900 W) TO S AUSTIN BLVD (6000 W)
2021,29,"$4,700.00",Streets & Transportation,Street Speed Hump (2021),ON W ARTHINGTON ST FROM S MENARD AVE (5800 W) TO S MAYFIELD AVE (5900 W)
2021,29,"$4,700.00",Streets & Transportation,Street Speed Hump (2021),ON W IOWA ST FROM N MAYFIELD AVE (5900 W) TO N AUSTIN BLVD (6000 W); 5900 W IOWA
2021,29,"$4,700.00",Streets & Transportation,Street Speed Hump (2021),ON W LE MOYNE ST FROM N AUSTIN BLVD (6000 W) TO N MAYFIELD AVE (5900 W)
2021,29,"$2,350.00",Streets & Transportation,Street Speed Hump (2021),ON W LE MOYNE ST FROM N MASSASOIT AVE (5730 W) TO N MONITOR AVE (5830 W)
2021,29,"$4,700.00",Streets & Transportation,Street Speed Hump (2021),ON W OHIO ST FROM N WALLER AVE (5700 W) TO N MENARD AVE (5800 W)
2021,29,"$4,700.00",Streets & Transportation,Street Speed Hump (2021),ON W RAILROAD AVE FROM S MENARD AVE (5800 W) TO S MAYFIELD AVE (5900 W)
2021,29,"$4,700.00",Streets & Transportation,Street Speed Hump (2021),ON W RICE ST FROM N MAYFIELD AVE (5900 W) TO N AUSTIN BLVD (6000 W)
2021,29,"$4,700.00",Streets & Transportation,Street Speed Hump (2021),ON W RICE ST FROM N MENARD AVE (5800 W) TO N MAYFIELD AVE (5900 W)
2021,29,"$2,350.00",Streets & Transportation,Street Speed Hump (2021),ON W WABANSIA AVE FROM NTOMA AVE (6630 W) TO NSHVILLE AVE (6600 W)
2021,29,"$4,147.51",Beautification,Viaduct Improvement (2021),2200-2300 N NEWLAND AVE
2021,30,"$13,559.26",Streets & Transportation,Alley Apron (2021),3210 N KENNETH AVE
2021,30,"$10,361.11",Streets & Transportation,Alley Apron (2021),4443 W SCHOOL ST
2021,30,"$72,861.32",Streets & Transportation,Alley Resurfacing (2021),N MILWAUKEE AVE & N KILDARE AVE&N TRIPP AVE & W ROSCOE ST; 3570 N MILWAUKEE
2021,30,$700.00,Streets & Transportation,Alley Speed Hump (2021),3359 N HAMLIN AVE; W ROSCOE ST & N HAMLIN AVE&N RIDGEWAY AVE & W SCHOOL ST
2021,30,$0.00,Streets & Transportation,Alley Speed Hump Replacement (2021),N MILWAUKEE AVE & N KILDARE AVE&N TRIPP AVE & W ROSCOE ST; 3570 N MILWAUKEE
2021,30,"$262,292.86",Streets & Transportation,Concrete Alley (2021),N MARMORA AVE & W GEORGE ST&N MONITOR AVE & W DIVERSEY AVE
2021,30,"$1,669.23",Streets & Transportation,Curb & Gutter (2021),2826 N HARDING AVE
2021,30,"$5,149.88",Streets & Transportation,Curb & Gutter (2021),3658 N HARDING AVE
2021,30,"$7,013.33",Streets & Transportation,Curb & Gutter (2021),5112-5116 W BARRY AVE
2021,30,$950.00,Lighting,Floodlight (2021),3140 N DAVLIN CT; N DAVLIN CT & N MILWAUKEE AVE
2021,30,"$6,713.60",Streets & Transportation,Roadway Conversion with Traffic Signal Removal,N AUSTIN AVE & W WRIGHTWOOD AVE
2021,30,"$3,595.11",Streets & Transportation,Sidewalk (2021),2919 N MERRIMAC AVE
2021,30,"$24,246.64",Streets & Transportation,Sidewalk (2021),3101 N AUSTIN AVE; W BARRY AVE & N AUSTIN AVE
2021,30,"$51,915.41",Streets & Transportation,Sidewalk (2021),3103 N MASON AVE; ON N MASON AVE FROM W BARRY AVE (3100 N) TO W BELMONT AVE
2021,30,"$2,835.78",Streets & Transportation,Sidewalk (2021),3238 N KEATING AVE
2021,30,"$5,838.40",Streets & Transportation,Sidewalk (2021),3453 N KENTON AVE
2021,30,"$4,663.36",Streets & Transportation,Sidewalk (2021),3510 N KILDARE AVE
2021,30,$660.21,Streets & Transportation,Sidewalk (2021),4604 W WARWICK AVE; W WARWICK AVE & N KENTON AVE
2021,30,"$1,342.13",Streets & Transportation,Sidewalk (2021),5320 W FLETCHER ST
2021,30,"$6,386.04",Streets & Transportation,Sidewalk (2021),6130 W MELROSE ST
2021,30,"$5,127.10",Streets & Transportation,Sidewalk (2021),6155 W FLETCHER ST
2021,30,"$116,000.00",Lighting,Street Light Residential Staggered Piggy Back (2021),ON N KOLMAR AVE FROM W SCHOOL ST (3300 N) TO W ADDISON ST (3600 N)
2021,30,"$140,000.00",Lighting,Street Light Residential Staggered Piggy Back (2021),ON W ALTGELD ST FROM N LOCKWOOD AVE (5300 W) TO N LONG AVE (5400 W)
2021,30,$500.00,Lighting,Street Light Upgrade (2021),3112 N HAUSSEN CT
2021,30,$500.00,Lighting,Street Light Upgrade (2021),3214 N PULASKI RD
2021,30,$500.00,Lighting,Street Light Upgrade (2021),3218 N KARLOV AVE
