,Clean Ward,Alderperson,Start Date,End Date,End Year for Fill,year,category,calls,num_projects,total_cost
1723,17,David H. Moore,"May 18, 2015",present,2022,2022,"Plants, Gardens, & Sustainability",577,0,0
1724,17,David H. Moore,"May 18, 2015",present,2022,2022,Parks & Rec,6,0,0
1725,17,David H. Moore,"May 18, 2015",present,2022,2022,Lighting,233,1,1500
1726,17,David H. Moore,"May 18, 2015",present,2022,2022,Bike Infrastructure,9,0,0
1727,17,David H. Moore,"May 18, 2015",present,2022,2022,Beautification,2539,0,0
1728,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2022,2022,Beautification,2457,3,3800
1729,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2022,2022,Bike Infrastructure,6,0,0
1730,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2022,2022,Lighting,336,1,500
1731,32,Scott Waguespack,"May 20, 2007",present,2022,2022,Beautification,4843,0,0
1732,32,Scott Waguespack,"May 20, 2007",present,2022,2022,Bike Infrastructure,161,0,0
1733,32,Scott Waguespack,"May 20, 2007",present,2022,2022,Lighting,97,1,50000
1734,32,Scott Waguespack,"May 20, 2007",present,2022,2022,Parks & Recreation,0,1,150000
1735,32,Scott Waguespack,"May 20, 2007",present,2022,2022,"Plants, Gardens, & Sustainability",758,0,0
1736,32,Scott Waguespack,"May 20, 2007",present,2022,2022,Security Cameras,222,0,0
1737,33,Rossana Rodriguez-Sanchez,"May 20, 2019",present,2022,2022,Parks & Rec,5,0,0
1738,19,Matthew O'Shea,2011,present,2022,2022,Lighting,170,0,0
1739,36,Nicholas Sposato,"May 18, 2015",present,2022,2022,"Plants, Gardens, & Sustainability",579,0,0
1740,37,Emma Mitts,"January 7, 2000",present,2022,2022,Bike Infrastructure,3,0,0
1741,14,Edward M. Burke,"March 14, 1969",Present,2022,2022,Beautification,7889,0,0
1742,14,Edward M. Burke,"March 14, 1969",Present,2022,2022,Bike Infrastructure,6,0,0
1743,1,Daniel La Spata,"May 20, 2019",present,2022,2022,Parks & Rec,6,0,0
1744,37,Emma Mitts,"January 7, 2000",present,2022,2022,Beautification,2297,2,29357
1745,14,Edward M. Burke,"March 14, 1969",Present,2022,2022,Lighting,156,4,1694
1746,14,Edward M. Burke,"March 14, 1969",Present,2022,2022,Parks & Rec,2,0,0
1747,14,Edward M. Burke,"March 14, 1969",Present,2022,2022,"Plants, Gardens, & Sustainability",610,0,0
1748,14,Edward M. Burke,"March 14, 1969",Present,2022,2022,Security Cameras,146,0,0
1749,14,Edward M. Burke,"March 14, 1969",Present,2022,2022,Streets & Transportation,4123,65,1498305
1750,1,Daniel La Spata,"May 20, 2019",present,2022,2022,"Plants, Gardens, & Sustainability",560,0,0
1751,1,Daniel La Spata,"May 20, 2019",present,2022,2022,Schools & Libraries,0,1,30000
1752,1,Daniel La Spata,"May 20, 2019",present,2022,2022,Security Cameras,272,1,24776
1753,1,Daniel La Spata,"May 20, 2019",present,2022,2022,Streets & Transportation,4037,36,1145223
1754,1,Daniel La Spata,"May 20, 2019",present,2022,2022,Lighting,99,0,0
1755,1,Daniel La Spata,"May 20, 2019",present,2022,2022,Bike Infrastructure,163,1,300000
1756,1,Daniel La Spata,"May 20, 2019",present,2022,2022,Beautification,6626,0,0
1757,39,Samantha Nugent,"May 20, 2019",present,2022,2022,Streets & Transportation,5271,32,1243749
1758,39,Samantha Nugent,"May 20, 2019",present,2022,2022,Security Cameras,127,0,0
1759,26,Roberto Maldonado,2009,present,2022,2022,Security Cameras,271,0,0
1760,39,Samantha Nugent,"May 20, 2019",present,2022,2022,"Plants, Gardens, & Sustainability",896,0,0
1761,39,Samantha Nugent,"May 20, 2019",present,2022,2022,Parks & Recreation,0,3,155000
1762,39,Samantha Nugent,"May 20, 2019",present,2022,2022,Parks & Rec,5,0,0
1763,13,Marty Quinn,May 2011,present,2022,2022,Streets & Transportation,3347,72,1216411
1764,13,Marty Quinn,May 2011,present,2022,2022,Security Cameras,40,1,1800
1765,13,Marty Quinn,May 2011,present,2022,2022,"Plants, Gardens, & Sustainability",585,0,0
1766,20,Jeanette Taylor,"May 20, 2019",present,2022,2022,Beautification,2497,0,0
1767,13,Marty Quinn,May 2011,present,2022,2022,Parks & Recreation,0,2,275000
1768,50,Debra Silverstein,2011,present,2022,2022,Streets & Transportation,2625,42,1266562
1769,40,Andre Vasquez,"May 20, 2019",present,2022,2022,Streets & Transportation,4326,26,1106130
1770,26,Roberto Maldonado,2009,present,2022,2022,"Plants, Gardens, & Sustainability",661,0,0
1771,26,Roberto Maldonado,2009,present,2022,2022,Parks & Rec,7,0,0
1772,26,Roberto Maldonado,2009,present,2022,2022,Lighting,89,1,950
1773,50,Debra Silverstein,2011,present,2022,2022,Beautification,1416,0,0
1774,50,Debra Silverstein,2011,present,2022,2022,Bike Infrastructure,20,0,0
1775,26,Roberto Maldonado,2009,present,2022,2022,Bike Infrastructure,26,0,0
1776,26,Roberto Maldonado,2009,present,2022,2022,Beautification,3558,0,0
1777,40,Andre Vasquez,"May 20, 2019",present,2022,2022,Beautification,2175,2,36136
1778,40,Andre Vasquez,"May 20, 2019",present,2022,2022,Bike Infrastructure,140,0,0
1779,40,Andre Vasquez,"May 20, 2019",present,2022,2022,Lighting,78,0,0
1780,40,Andre Vasquez,"May 20, 2019",present,2022,2022,Parks & Rec,5,0,0
1781,4,Sophia King,"April 16, 2016",present,2022,2022,Streets & Transportation,3328,33,1127521
1782,4,Sophia King,"April 16, 2016",present,2022,2022,Security Cameras,106,4,99104
1783,4,Sophia King,"April 16, 2016",present,2022,2022,"Plants, Gardens, & Sustainability",268,0,0
1784,4,Sophia King,"April 16, 2016",present,2022,2022,Parks & Recreation,0,2,75000
1785,4,Sophia King,"April 16, 2016",present,2022,2022,Parks & Rec,8,0,0
1786,4,Sophia King,"April 16, 2016",present,2022,2022,Lighting,75,2,188374
1787,4,Sophia King,"April 16, 2016",present,2022,2022,Bike Infrastructure,83,0,0
1788,4,Sophia King,"April 16, 2016",present,2022,2022,Beautification,1488,1,10000
1789,50,Debra Silverstein,2011,present,2022,2022,Lighting,110,2,233437
1790,50,Debra Silverstein,2011,present,2022,2022,Parks & Rec,1,0,0
1791,50,Debra Silverstein,2011,present,2022,2022,"Plants, Gardens, & Sustainability",494,0,0
1792,40,Andre Vasquez,"May 20, 2019",present,2022,2022,Parks & Recreation,0,2,270000
1793,40,Andre Vasquez,"May 20, 2019",present,2022,2022,"Plants, Gardens, & Sustainability",741,0,0
1794,40,Andre Vasquez,"May 20, 2019",present,2022,2022,Security Cameras,113,6,87733
1795,50,Debra Silverstein,2011,present,2022,2022,Security Cameras,109,0,0
1796,13,Marty Quinn,May 2011,present,2022,2022,Miscellaneous,0,1,1338
1797,23,Silvana Tabares,"June 28, 2018",present,2022,2022,Beautification,4309,5,136790
1798,39,Samantha Nugent,"May 20, 2019",present,2022,2022,Bike Infrastructure,105,0,0
1799,38,Nicholas Sposato,2013,present,2022,2022,Parks & Recreation,0,1,420000
1800,38,Nicholas Sposato,2013,present,2022,2022,Parks & Rec,1,0,0
1801,39,Samantha Nugent,"May 20, 2019",present,2022,2022,Lighting,130,2,1250
1802,13,Marty Quinn,May 2011,present,2022,2022,Beautification,2165,0,0
1803,41,Anthony Napolitano,"May 18, 2015",present,2022,2022,Beautification,1260,0,0
1804,41,Anthony Napolitano,"May 18, 2015",present,2022,2022,Bike Infrastructure,7,0,0
1805,38,Nicholas Sposato,2013,present,2022,2022,Lighting,166,1,500
1806,38,Nicholas Sposato,2013,present,2022,2022,Bike Infrastructure,4,0,0
1807,38,Nicholas Sposato,2013,present,2022,2022,Beautification,1735,0,0
1808,27,Walter Burnett Jr.,May 1995,present,2022,2022,Security Cameras,550,4,77328
1809,27,Walter Burnett Jr.,May 1995,present,2022,2022,Streets & Transportation,5692,49,1421171
1810,6,Roderick Sawyer,"May 16, 2011","May 15, 2023",2022,2022,Beautification,2309,0,0
1811,6,Roderick Sawyer,"May 16, 2011","May 15, 2023",2022,2022,Bike Infrastructure,53,0,0
1812,19,Matthew O'Shea,2011,present,2022,2022,Security Cameras,26,1,3000
1813,19,Matthew O'Shea,2011,present,2022,2022,"Plants, Gardens, & Sustainability",1824,0,0
1814,19,Matthew O'Shea,2011,present,2022,2022,Parks & Rec,9,0,0
1815,6,Roderick Sawyer,"May 16, 2011","May 15, 2023",2022,2022,Lighting,290,1,252
1816,6,Roderick Sawyer,"May 16, 2011","May 15, 2023",2022,2022,Parks & Rec,21,0,0
1817,6,Roderick Sawyer,"May 16, 2011","May 15, 2023",2022,2022,"Plants, Gardens, & Sustainability",834,0,0
1818,6,Roderick Sawyer,"May 16, 2011","May 15, 2023",2022,2022,Security Cameras,558,1,24776
1819,6,Roderick Sawyer,"May 16, 2011","May 15, 2023",2022,2022,Streets & Transportation,4012,38,1474971
1820,41,Anthony Napolitano,"May 18, 2015",present,2022,2022,Lighting,158,0,0
1821,37,Emma Mitts,"January 7, 2000",present,2022,2022,Streets & Transportation,2463,48,1269511
1822,37,Emma Mitts,"January 7, 2000",present,2022,2022,Security Cameras,565,0,0
1823,37,Emma Mitts,"January 7, 2000",present,2022,2022,"Plants, Gardens, & Sustainability",581,0,0
1824,37,Emma Mitts,"January 7, 2000",present,2022,2022,Parks & Rec,11,0,0
1825,37,Emma Mitts,"January 7, 2000",present,2022,2022,Lighting,128,4,137500
1826,38,Nicholas Sposato,2013,present,2022,2022,"Plants, Gardens, & Sustainability",1172,0,0
1827,38,Nicholas Sposato,2013,present,2022,2022,Security Cameras,99,0,0
1828,13,Marty Quinn,May 2011,present,2022,2022,Lighting,246,8,5450
1829,26,Roberto Maldonado,2009,present,2022,2022,Streets & Transportation,2663,53,1499049
1830,22,Michael D. Rodriguez,"May 20, 2019",present,2022,2022,Parks & Rec,2,0,0
1831,22,Michael D. Rodriguez,"May 20, 2019",present,2022,2022,"Plants, Gardens, & Sustainability",1218,0,0
1832,27,Walter Burnett Jr.,May 1995,present,2022,2022,"Plants, Gardens, & Sustainability",569,0,0
1833,27,Walter Burnett Jr.,May 1995,present,2022,2022,Parks & Rec,13,0,0
1834,27,Walter Burnett Jr.,May 1995,present,2022,2022,Lighting,88,1,1500
1835,27,Walter Burnett Jr.,May 1995,present,2022,2022,Bike Infrastructure,841,0,0
1836,22,Michael D. Rodriguez,"May 20, 2019",present,2022,2022,Beautification,3843,0,0
1837,22,Michael D. Rodriguez,"May 20, 2019",present,2022,2022,Lighting,98,1,18186
1838,38,Nicholas Sposato,2013,present,2022,2022,Streets & Transportation,3915,44,1039424
1839,27,Walter Burnett Jr.,May 1995,present,2022,2022,Beautification,5930,0,0
1840,22,Michael D. Rodriguez,"May 20, 2019",present,2022,2022,Security Cameras,201,2,49552
1841,22,Michael D. Rodriguez,"May 20, 2019",present,2022,2022,Streets & Transportation,3107,76,1391289
1842,19,Matthew O'Shea,2011,present,2022,2022,Streets & Transportation,4756,31,1468421
1843,39,Samantha Nugent,"May 20, 2019",present,2022,2022,Beautification,2169,0,0
1844,22,Michael D. Rodriguez,"May 20, 2019",present,2022,2022,Bike Infrastructure,2,0,0
1845,9,Anthony Beale,May 1999,present,2023,2023,Lighting,367,0,0
1846,5,Leslie Hairston,May 1999,"May 15, 2023",2023,2023,Security Cameras,56,0,0
1847,5,Leslie Hairston,May 1999,"May 15, 2023",2023,2023,"Plants, Gardens, & Sustainability",372,0,0
1848,5,Leslie Hairston,May 1999,"May 15, 2023",2023,2023,Parks & Rec,2,0,0
1849,9,Anthony Beale,May 1999,present,2023,2023,Parks & Rec,13,0,0
1850,9,Anthony Beale,May 1999,present,2023,2023,"Plants, Gardens, & Sustainability",1154,0,0
1851,5,Leslie Hairston,May 1999,"May 15, 2023",2023,2023,Streets & Transportation,2607,11,946086
1852,9,Anthony Beale,May 1999,present,2023,2023,Bike Infrastructure,1,0,0
1853,48,Harry Osterman,"May 16, 2011","May 15, 2023",2023,2023,Security Cameras,156,0,0
1854,1,Daniel La Spata,"May 20, 2019",present,2023,2023,Parks & Recreation,0,1,100000
1855,48,Harry Osterman,"May 16, 2011","May 15, 2023",2023,2023,Streets & Transportation,1998,17,555553
1856,48,Harry Osterman,"May 16, 2011","May 15, 2023",2023,2023,"Plants, Gardens, & Sustainability",451,0,0
1857,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2023,2023,Streets & Transportation,3728,58,1496649
1858,48,Harry Osterman,"May 16, 2011","May 15, 2023",2023,2023,Parks & Recreation,0,1,50000
1859,48,Harry Osterman,"May 16, 2011","May 15, 2023",2023,2023,Parks & Rec,6,0,0
1860,48,Harry Osterman,"May 16, 2011","May 15, 2023",2023,2023,Miscellaneous,0,1,50000
1861,48,Harry Osterman,"May 16, 2011","May 15, 2023",2023,2023,Lighting,91,0,0
1862,48,Harry Osterman,"May 16, 2011","May 15, 2023",2023,2023,Bike Infrastructure,47,0,0
1863,48,Harry Osterman,"May 16, 2011","May 15, 2023",2023,2023,Beautification,1263,0,0
1864,5,Leslie Hairston,May 1999,"May 15, 2023",2023,2023,Beautification,546,0,0
1865,5,Leslie Hairston,May 1999,"May 15, 2023",2023,2023,Bike Infrastructure,35,0,0
1866,9,Anthony Beale,May 1999,present,2023,2023,Beautification,3205,0,0
1867,5,Leslie Hairston,May 1999,"May 15, 2023",2023,2023,Lighting,78,3,553913
1868,1,Daniel La Spata,"May 20, 2019",present,2023,2023,Beautification,5705,0,0
1869,22,Michael D. Rodriguez,"May 20, 2019",present,2023,2023,Streets & Transportation,2701,51,1016653
1870,22,Michael D. Rodriguez,"May 20, 2019",present,2023,2023,Security Cameras,182,0,0
1871,1,Daniel La Spata,"May 20, 2019",present,2023,2023,Bike Infrastructure,210,2,475000
1872,1,Daniel La Spata,"May 20, 2019",present,2023,2023,Lighting,95,0,0
1873,1,Daniel La Spata,"May 20, 2019",present,2023,2023,Parks & Rec,2,0,0
1874,48,Harry Osterman,"May 16, 2011","May 15, 2023",2023,2023,Schools & Libraries,0,1,19095
1875,1,Daniel La Spata,"May 20, 2019",present,2023,2023,"Plants, Gardens, & Sustainability",551,0,0
1876,1,Daniel La Spata,"May 20, 2019",present,2023,2023,Streets & Transportation,3273,41,924999
1877,22,Michael D. Rodriguez,"May 20, 2019",present,2023,2023,Lighting,173,3,2000
1878,20,Jeanette Taylor,"May 20, 2019",present,2023,2023,Lighting,237,1,355000
1879,20,Jeanette Taylor,"May 20, 2019",present,2023,2023,Bike Infrastructure,8,0,0
1880,20,Jeanette Taylor,"May 20, 2019",present,2023,2023,Beautification,2276,0,0
1881,7,Gregory Mitchell,"May 18, 2015",present,2023,2023,Streets & Transportation,2661,41,1215693
1882,50,Debra Silverstein,2011,present,2023,2023,Streets & Transportation,1845,34,903961
1883,7,Gregory Mitchell,"May 18, 2015",present,2023,2023,Security Cameras,303,0,0
1884,7,Gregory Mitchell,"May 18, 2015",present,2023,2023,"Plants, Gardens, & Sustainability",811,0,0
1885,7,Gregory Mitchell,"May 18, 2015",present,2023,2023,Parks & Rec,5,0,0
1886,7,Gregory Mitchell,"May 18, 2015",present,2023,2023,Lighting,203,1,500
1887,7,Gregory Mitchell,"May 18, 2015",present,2023,2023,Bike Infrastructure,3,0,0
1888,7,Gregory Mitchell,"May 18, 2015",present,2023,2023,Beautification,1907,0,0
1889,49,Maria Hadden,"May 20, 2019",present,2023,2023,Streets & Transportation,1852,44,1373882
1890,49,Maria Hadden,"May 20, 2019",present,2023,2023,Security Cameras,113,0,0
1891,49,Maria Hadden,"May 20, 2019",present,2023,2023,"Plants, Gardens, & Sustainability",284,0,0
1892,49,Maria Hadden,"May 20, 2019",present,2023,2023,Parks & Recreation,0,1,12000
1893,49,Maria Hadden,"May 20, 2019",present,2023,2023,Parks & Rec,2,0,0
1894,49,Maria Hadden,"May 20, 2019",present,2023,2023,Lighting,70,0,0
1895,49,Maria Hadden,"May 20, 2019",present,2023,2023,Bike Infrastructure,19,1,80000
1896,49,Maria Hadden,"May 20, 2019",present,2023,2023,Beautification,1549,1,33000
1897,6,Roderick Sawyer,"May 16, 2011","May 15, 2023",2023,2023,Beautification,2297,0,0
1898,6,Roderick Sawyer,"May 16, 2011","May 15, 2023",2023,2023,Streets & Transportation,3818,23,885070
1899,6,Roderick Sawyer,"May 16, 2011","May 15, 2023",2023,2023,Security Cameras,581,0,0
1900,6,Roderick Sawyer,"May 16, 2011","May 15, 2023",2023,2023,"Plants, Gardens, & Sustainability",1121,0,0
1901,6,Roderick Sawyer,"May 16, 2011","May 15, 2023",2023,2023,Parks & Recreation,0,2,125000
1902,6,Roderick Sawyer,"May 16, 2011","May 15, 2023",2023,2023,Parks & Rec,15,0,0
1903,6,Roderick Sawyer,"May 16, 2011","May 15, 2023",2023,2023,Bike Infrastructure,38,0,0
1904,6,Roderick Sawyer,"May 16, 2011","May 15, 2023",2023,2023,Lighting,296,2,489500
1905,20,Jeanette Taylor,"May 20, 2019",present,2023,2023,Parks & Rec,14,0,0
1906,20,Jeanette Taylor,"May 20, 2019",present,2023,2023,"Plants, Gardens, & Sustainability",723,0,0
1907,20,Jeanette Taylor,"May 20, 2019",present,2023,2023,Security Cameras,350,0,0
1908,20,Jeanette Taylor,"May 20, 2019",present,2023,2023,Streets & Transportation,3238,25,1015949
1909,22,Michael D. Rodriguez,"May 20, 2019",present,2023,2023,Bike Infrastructure,5,0,0
1910,22,Michael D. Rodriguez,"May 20, 2019",present,2023,2023,Beautification,4145,0,0
1911,8,Michelle A. Harris,"December 13, 2006",present,2023,2023,Streets & Transportation,3813,41,1216598
1912,8,Michelle A. Harris,"December 13, 2006",present,2023,2023,Security Cameras,325,2,9000
1913,8,Michelle A. Harris,"December 13, 2006",present,2023,2023,"Plants, Gardens, & Sustainability",998,0,0
1914,8,Michelle A. Harris,"December 13, 2006",present,2023,2023,Parks & Rec,12,0,0
1915,8,Michelle A. Harris,"December 13, 2006",present,2023,2023,Lighting,314,8,265300
1916,8,Michelle A. Harris,"December 13, 2006",present,2023,2023,Beautification,1946,0,0
1917,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2023,2023,Security Cameras,175,0,0
1918,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2023,2023,"Plants, Gardens, & Sustainability",885,0,0
1919,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2023,2023,Parks & Rec,5,0,0
1920,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2023,2023,Lighting,348,2,3350
1921,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2023,2023,Bike Infrastructure,8,0,0
1922,22,Michael D. Rodriguez,"May 20, 2019",present,2023,2023,"Plants, Gardens, & Sustainability",1010,0,0
1923,10,Susan Sadlowski Garza,"May 18, 2015","May 15, 2023",2023,2023,Beautification,2876,0,0
1924,1,Daniel La Spata,"May 20, 2019",present,2023,2023,Security Cameras,259,0,0
1925,50,Debra Silverstein,2011,present,2023,2023,Bike Infrastructure,14,0,0
1926,50,Debra Silverstein,2011,present,2023,2023,Lighting,90,4,327500
1927,50,Debra Silverstein,2011,present,2023,2023,Parks & Rec,1,0,0
1928,50,Debra Silverstein,2011,present,2023,2023,"Plants, Gardens, & Sustainability",449,0,0
1929,50,Debra Silverstein,2011,present,2023,2023,Security Cameras,130,0,0
1930,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2023,2023,Beautification,3440,0,0
1931,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2023,2023,Bike Infrastructure,17,0,0
1932,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2023,2023,Lighting,527,0,0
1933,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2023,2023,Parks & Rec,23,0,0
1934,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2023,2023,"Plants, Gardens, & Sustainability",1212,0,0
1935,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2023,2023,Security Cameras,445,0,0
1936,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2023,2023,Streets & Transportation,4702,63,1487774
1937,50,Debra Silverstein,2011,present,2023,2023,Beautification,1242,0,0
1938,3,Pat Dowell,"April 27, 2007",Present,2023,2023,Lighting,117,8,63911
1939,25,Byron Sigcho-Lopez,2019,present,2023,2023,Streets & Transportation,3147,71,1499499
1940,23,Silvana Tabares,"June 28, 2018",present,2023,2023,Bike Infrastructure,6,0,0
1941,36,Nicholas Sposato,"May 18, 2015",present,2023,2023,"Plants, Gardens, & Sustainability",602,0,0
1942,36,Nicholas Sposato,"May 18, 2015",present,2023,2023,Security Cameras,315,0,0
1943,36,Nicholas Sposato,"May 18, 2015",present,2023,2023,Streets & Transportation,3063,60,1449921
1944,15,Raymond Lopez,"May 18, 2015",present,2023,2023,Streets & Transportation,2320,35,901000
1945,15,Raymond Lopez,"May 18, 2015",present,2023,2023,Security Cameras,240,0,0
1946,15,Raymond Lopez,"May 18, 2015",present,2023,2023,"Plants, Gardens, & Sustainability",584,0,0
1947,15,Raymond Lopez,"May 18, 2015",present,2023,2023,Parks & Rec,5,0,0
1948,15,Raymond Lopez,"May 18, 2015",present,2023,2023,Lighting,206,1,100000
1949,15,Raymond Lopez,"May 18, 2015",present,2023,2023,Bike Infrastructure,4,0,0
1950,15,Raymond Lopez,"May 18, 2015",present,2023,2023,Beautification,3926,0,0
1951,36,Gilbert Villegas,"May 18, 2015",present,2023,2023,Beautification,3385,0,0
1952,36,Gilbert Villegas,"May 18, 2015",present,2023,2023,Bike Infrastructure,43,0,0
1953,36,Gilbert Villegas,"May 18, 2015",present,2023,2023,Lighting,167,1,950
1954,36,Gilbert Villegas,"May 18, 2015",present,2023,2023,Parks & Rec,6,0,0
1955,36,Gilbert Villegas,"May 18, 2015",present,2023,2023,"Plants, Gardens, & Sustainability",602,0,0
1956,36,Nicholas Sposato,"May 18, 2015",present,2023,2023,Parks & Rec,6,0,0
1957,36,Nicholas Sposato,"May 18, 2015",present,2023,2023,Lighting,167,1,950
1958,36,Nicholas Sposato,"May 18, 2015",present,2023,2023,Bike Infrastructure,43,0,0
1959,36,Nicholas Sposato,"May 18, 2015",present,2023,2023,Beautification,3385,0,0
1960,34,Carrie Austin,"August 5, 1994","March 1, 2023",2023,2023,Security Cameras,83,0,0
1961,34,Carrie Austin,"August 5, 1994","March 1, 2023",2023,2023,Streets & Transportation,3087,17,393833
1962,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2023,2023,Beautification,3626,10,115681
1963,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2023,2023,Bike Infrastructure,85,2,114500
1964,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2023,2023,Lighting,154,0,0
1965,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2023,2023,Parks & Rec,6,0,0
1966,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2023,2023,"Plants, Gardens, & Sustainability",778,0,0
1967,36,Gilbert Villegas,"May 18, 2015",present,2023,2023,Security Cameras,315,0,0
1968,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2023,2023,Security Cameras,192,0,0
1969,28,Jason Ervin,"January 13, 2011",present,2023,2023,Streets & Transportation,5303,30,734337
1970,28,Jason Ervin,"January 13, 2011",present,2023,2023,Security Cameras,717,0,0
1971,28,Jason Ervin,"January 13, 2011",present,2023,2023,"Plants, Gardens, & Sustainability",713,0,0
1972,28,Jason Ervin,"January 13, 2011",present,2023,2023,Parks & Rec,22,0,0
1973,28,Jason Ervin,"January 13, 2011",present,2023,2023,Lighting,164,3,662900
1974,28,Jason Ervin,"January 13, 2011",present,2023,2023,Bike Infrastructure,179,0,0
1975,28,Jason Ervin,"January 13, 2011",present,2023,2023,Beautification,4875,0,0
1976,35,Carlos Ramirez-Rosa,"May 18, 2015",present,2023,2023,Streets & Transportation,3321,41,867513
1977,34,Carrie Austin,"August 5, 1994","March 1, 2023",2023,2023,"Plants, Gardens, & Sustainability",119,0,0
1978,36,Gilbert Villegas,"May 18, 2015",present,2023,2023,Streets & Transportation,3063,60,1449921
1979,37,Emma Mitts,"January 7, 2000",present,2023,2023,Bike Infrastructure,21,0,0
1980,38,Nicholas Sposato,2013,present,2023,2023,Streets & Transportation,3640,37,1113812
1981,14,Edward M. Burke,"March 14, 1969",Present,2023,2023,Streets & Transportation,3856,66,1489108
1982,14,Edward M. Burke,"March 14, 1969",Present,2023,2023,Security Cameras,149,0,0
1983,14,Edward M. Burke,"March 14, 1969",Present,2023,2023,"Plants, Gardens, & Sustainability",633,0,0
1984,14,Edward M. Burke,"March 14, 1969",Present,2023,2023,Parks & Rec,2,0,0
1985,14,Edward M. Burke,"March 14, 1969",Present,2023,2023,Lighting,192,0,0
1986,14,Edward M. Burke,"March 14, 1969",Present,2023,2023,Bike Infrastructure,9,0,0
1987,19,Matthew O'Shea,2011,present,2023,2023,Beautification,2211,0,0
1988,19,Matthew O'Shea,2011,present,2023,2023,Bike Infrastructure,3,0,0
1989,19,Matthew O'Shea,2011,present,2023,2023,Lighting,222,1,500
1990,19,Matthew O'Shea,2011,present,2023,2023,Parks & Rec,8,0,0
1991,39,Samantha Nugent,"May 20, 2019",present,2023,2023,Beautification,1990,0,0
1992,39,Samantha Nugent,"May 20, 2019",present,2023,2023,Bike Infrastructure,32,1,150000
1993,39,Samantha Nugent,"May 20, 2019",present,2023,2023,Lighting,116,7,4000
1994,39,Samantha Nugent,"May 20, 2019",present,2023,2023,Parks & Rec,6,0,0
1995,38,Nicholas Sposato,2013,present,2023,2023,Security Cameras,127,0,0
1996,38,Nicholas Sposato,2013,present,2023,2023,"Plants, Gardens, & Sustainability",1173,0,0
1997,38,Nicholas Sposato,2013,present,2023,2023,Parks & Recreation,0,1,50000
1998,38,Nicholas Sposato,2013,present,2023,2023,Parks & Rec,3,0,0
1999,37,Emma Mitts,"January 7, 2000",present,2023,2023,Lighting,158,1,340000
2000,37,Emma Mitts,"January 7, 2000",present,2023,2023,Miscellaneous,0,1,19616
2001,37,Emma Mitts,"January 7, 2000",present,2023,2023,Parks & Rec,4,0,0
2002,37,Emma Mitts,"January 7, 2000",present,2023,2023,"Plants, Gardens, & Sustainability",449,0,0
2003,37,Emma Mitts,"January 7, 2000",present,2023,2023,Security Cameras,570,0,0
2004,37,Emma Mitts,"January 7, 2000",present,2023,2023,Streets & Transportation,2851,29,754175
2005,27,Walter Burnett Jr.,May 1995,present,2023,2023,Streets & Transportation,4780,35,1120130
2006,37,Emma Mitts,"January 7, 2000",present,2023,2023,Beautification,2671,0,0
2007,27,Walter Burnett Jr.,May 1995,present,2023,2023,Security Cameras,512,3,12000
2008,27,Walter Burnett Jr.,May 1995,present,2023,2023,Parks & Rec,22,0,0
2009,27,Walter Burnett Jr.,May 1995,present,2023,2023,Lighting,122,3,337500
2010,27,Walter Burnett Jr.,May 1995,present,2023,2023,Bike Infrastructure,312,0,0
2011,27,Walter Burnett Jr.,May 1995,present,2023,2023,Beautification,5637,0,0
2012,38,Nicholas Sposato,2013,present,2023,2023,Beautification,1843,0,0
2013,38,Nicholas Sposato,2013,present,2023,2023,Bike Infrastructure,11,0,0
2014,38,Nicholas Sposato,2013,present,2023,2023,Lighting,197,1,500
2015,27,Walter Burnett Jr.,May 1995,present,2023,2023,"Plants, Gardens, & Sustainability",447,0,0
2016,34,Carrie Austin,"August 5, 1994","March 1, 2023",2023,2023,Parks & Rec,2,0,0
2017,34,Carrie Austin,"August 5, 1994","March 1, 2023",2023,2023,Lighting,27,0,0
2018,34,Carrie Austin,"August 5, 1994","March 1, 2023",2023,2023,Bike Infrastructure,337,0,0
2019,18,Derrick Curtis,"May 18, 2015",present,2023,2023,Bike Infrastructure,3,0,0
2020,17,David H. Moore,"May 18, 2015",present,2023,2023,Streets & Transportation,2697,36,1486905
