,Clean Ward,Alderperson,Start Date,End Date,filled_year,year,category,calls,num_projects,total_cost
596,16,Stephanie Coleman,"May 20, 2019",present,2021,2021,Parks & Recreation,45,0,0
597,16,Stephanie Coleman,"May 20, 2019",present,2021,2021,"Plants, Gardens, & Sustainability",379,0,0
598,16,Stephanie Coleman,"May 20, 2019",present,2021,2021,Security Cameras,440,0,0
599,16,Stephanie Coleman,"May 20, 2019",present,2021,2021,Streets & Transportation,2769,32,1309999
600,16,Stephanie Coleman,"May 20, 2019",present,2022,2022,Beautification,4352,0,0
601,16,Stephanie Coleman,"May 20, 2019",present,2022,2022,Bike Infrastructure,4,0,0
602,16,Stephanie Coleman,"May 20, 2019",present,2022,2022,Lighting,202,0,0
603,16,Stephanie Coleman,"May 20, 2019",present,2022,2022,Parks & Recreation,10,0,0
604,16,Stephanie Coleman,"May 20, 2019",present,2022,2022,"Plants, Gardens, & Sustainability",427,0,0
605,16,Stephanie Coleman,"May 20, 2019",present,2022,2022,Security Cameras,547,0,0
606,16,Stephanie Coleman,"May 20, 2019",present,2022,2022,Streets & Transportation,3922,33,1499999
607,16,Stephanie Coleman,"May 20, 2019",present,2023,2023,Beautification,4098,0,0
608,16,Stephanie Coleman,"May 20, 2019",present,2023,2023,Bike Infrastructure,3,0,0
609,16,Stephanie Coleman,"May 20, 2019",present,2023,2023,Lighting,220,0,0
610,16,Stephanie Coleman,"May 20, 2019",present,2023,2023,Parks & Recreation,12,0,0
611,16,Stephanie Coleman,"May 20, 2019",present,2023,2023,"Plants, Gardens, & Sustainability",1026,0,0
612,16,Stephanie Coleman,"May 20, 2019",present,2023,2023,Security Cameras,619,0,0
613,16,Stephanie Coleman,"May 20, 2019",present,2023,2023,Streets & Transportation,3203,30,1348339
614,17,David H. Moore,"May 18, 2015",present,2018,2018,Beautification,0,3,120000
615,17,David H. Moore,"May 18, 2015",present,2018,2018,Lighting,73,1,500
616,17,David H. Moore,"May 18, 2015",present,2018,2018,"Plants, Gardens, & Sustainability",292,0,0
617,17,David H. Moore,"May 18, 2015",present,2018,2018,Security Cameras,0,1,27011
618,17,David H. Moore,"May 18, 2015",present,2018,2018,Streets & Transportation,170,45,1172488
619,17,David H. Moore,"May 18, 2015",present,2019,2019,Beautification,6815,0,0
620,17,David H. Moore,"May 18, 2015",present,2019,2019,Lighting,583,0,0
621,17,David H. Moore,"May 18, 2015",present,2019,2019,Parks & Recreation,9,0,0
622,17,David H. Moore,"May 18, 2015",present,2019,2019,"Plants, Gardens, & Sustainability",322,0,0
623,17,David H. Moore,"May 18, 2015",present,2019,2019,Security Cameras,287,1,24776
624,17,David H. Moore,"May 18, 2015",present,2019,2019,Streets & Transportation,4577,33,1295223
625,17,David H. Moore,"May 18, 2015",present,2020,2020,Beautification,6241,0,0
626,17,David H. Moore,"May 18, 2015",present,2020,2020,Bike Infrastructure,1,0,0
627,17,David H. Moore,"May 18, 2015",present,2020,2020,Lighting,547,0,0
628,17,David H. Moore,"May 18, 2015",present,2020,2020,Parks & Recreation,7,0,0
629,17,David H. Moore,"May 18, 2015",present,2020,2020,"Plants, Gardens, & Sustainability",336,0,0
630,17,David H. Moore,"May 18, 2015",present,2020,2020,Security Cameras,367,0,0
631,17,David H. Moore,"May 18, 2015",present,2020,2020,Streets & Transportation,4203,34,1319999
632,17,David H. Moore,"May 18, 2015",present,2021,2021,Beautification,3288,0,0
633,17,David H. Moore,"May 18, 2015",present,2021,2021,Bike Infrastructure,2,0,0
634,17,David H. Moore,"May 18, 2015",present,2021,2021,Lighting,309,2,280500
635,17,David H. Moore,"May 18, 2015",present,2021,2021,Parks & Recreation,10,0,0
636,17,David H. Moore,"May 18, 2015",present,2021,2021,"Plants, Gardens, & Sustainability",379,0,0
637,17,David H. Moore,"May 18, 2015",present,2021,2021,Security Cameras,353,0,0
638,17,David H. Moore,"May 18, 2015",present,2021,2021,Streets & Transportation,3306,40,1219499
639,17,David H. Moore,"May 18, 2015",present,2022,2022,Beautification,2539,0,0
640,17,David H. Moore,"May 18, 2015",present,2022,2022,Bike Infrastructure,9,0,0
641,17,David H. Moore,"May 18, 2015",present,2022,2022,Lighting,233,1,1500
642,17,David H. Moore,"May 18, 2015",present,2022,2022,Parks & Recreation,6,0,0
643,17,David H. Moore,"May 18, 2015",present,2022,2022,"Plants, Gardens, & Sustainability",577,0,0
644,17,David H. Moore,"May 18, 2015",present,2022,2022,Security Cameras,381,1,5485
645,17,David H. Moore,"May 18, 2015",present,2022,2022,Streets & Transportation,3125,35,1493014
646,17,David H. Moore,"May 18, 2015",present,2023,2023,Beautification,2479,0,0
647,17,David H. Moore,"May 18, 2015",present,2023,2023,Bike Infrastructure,6,0,0
648,17,David H. Moore,"May 18, 2015",present,2023,2023,Lighting,205,2,1000
649,17,David H. Moore,"May 18, 2015",present,2023,2023,Parks & Recreation,6,0,0
650,17,David H. Moore,"May 18, 2015",present,2023,2023,"Plants, Gardens, & Sustainability",2618,0,0
651,17,David H. Moore,"May 18, 2015",present,2023,2023,Security Cameras,453,0,0
652,17,David H. Moore,"May 18, 2015",present,2023,2023,Streets & Transportation,2697,36,1486905
653,18,Derrick Curtis,"May 18, 2015",present,2018,2018,Lighting,59,1,233000
654,18,Derrick Curtis,"May 18, 2015",present,2018,2018,"Plants, Gardens, & Sustainability",156,0,0
655,18,Derrick Curtis,"May 18, 2015",present,2018,2018,Streets & Transportation,222,34,1086999
656,18,Derrick Curtis,"May 18, 2015",present,2019,2019,Beautification,3699,0,0
657,18,Derrick Curtis,"May 18, 2015",present,2019,2019,Lighting,844,0,0
658,18,Derrick Curtis,"May 18, 2015",present,2019,2019,Parks & Recreation,4,0,0
659,18,Derrick Curtis,"May 18, 2015",present,2019,2019,"Plants, Gardens, & Sustainability",583,0,0
660,18,Derrick Curtis,"May 18, 2015",present,2019,2019,Security Cameras,158,0,0
661,18,Derrick Curtis,"May 18, 2015",present,2019,2019,Streets & Transportation,6251,38,1319999
662,18,Derrick Curtis,"May 18, 2015",present,2020,2020,Beautification,3704,0,0
663,18,Derrick Curtis,"May 18, 2015",present,2020,2020,Bike Infrastructure,4,0,0
664,18,Derrick Curtis,"May 18, 2015",present,2020,2020,Lighting,568,0,0
665,18,Derrick Curtis,"May 18, 2015",present,2020,2020,Parks & Recreation,2,0,0
666,18,Derrick Curtis,"May 18, 2015",present,2020,2020,"Plants, Gardens, & Sustainability",527,0,0
667,18,Derrick Curtis,"May 18, 2015",present,2020,2020,Security Cameras,207,0,0
668,18,Derrick Curtis,"May 18, 2015",present,2020,2020,Streets & Transportation,5450,38,1319999
669,18,Derrick Curtis,"May 18, 2015",present,2021,2021,Beautification,2937,0,0
670,18,Derrick Curtis,"May 18, 2015",present,2021,2021,Bike Infrastructure,1,0,0
671,18,Derrick Curtis,"May 18, 2015",present,2021,2021,Lighting,378,1,500
672,18,Derrick Curtis,"May 18, 2015",present,2021,2021,Parks & Recreation,2,0,0
673,18,Derrick Curtis,"May 18, 2015",present,2021,2021,"Plants, Gardens, & Sustainability",500,0,0
674,18,Derrick Curtis,"May 18, 2015",present,2021,2021,Security Cameras,163,0,0
675,18,Derrick Curtis,"May 18, 2015",present,2021,2021,Streets & Transportation,4965,60,1499499
676,18,Derrick Curtis,"May 18, 2015",present,2022,2022,Beautification,3374,0,0
677,18,Derrick Curtis,"May 18, 2015",present,2022,2022,Bike Infrastructure,2,0,0
678,18,Derrick Curtis,"May 18, 2015",present,2022,2022,Lighting,239,5,26890
679,18,Derrick Curtis,"May 18, 2015",present,2022,2022,Parks & Recreation,4,0,0
680,18,Derrick Curtis,"May 18, 2015",present,2022,2022,"Plants, Gardens, & Sustainability",570,0,0
681,18,Derrick Curtis,"May 18, 2015",present,2022,2022,Security Cameras,186,1,5485
682,18,Derrick Curtis,"May 18, 2015",present,2022,2022,Streets & Transportation,5053,47,1467624
683,18,Derrick Curtis,"May 18, 2015",present,2023,2023,Beautification,3185,0,0
684,18,Derrick Curtis,"May 18, 2015",present,2023,2023,Bike Infrastructure,3,0,0
685,18,Derrick Curtis,"May 18, 2015",present,2023,2023,Lighting,309,0,0
686,18,Derrick Curtis,"May 18, 2015",present,2023,2023,Parks & Recreation,4,0,0
687,18,Derrick Curtis,"May 18, 2015",present,2023,2023,"Plants, Gardens, & Sustainability",1167,0,0
688,18,Derrick Curtis,"May 18, 2015",present,2023,2023,Security Cameras,170,0,0
689,18,Derrick Curtis,"May 18, 2015",present,2023,2023,Streets & Transportation,4109,48,1499999
690,19,Matthew O'Shea,2011,present,2018,2018,Lighting,54,0,0
691,19,Matthew O'Shea,2011,present,2018,2018,Parks & Recreation,0,1,50000
692,19,Matthew O'Shea,2011,present,2018,2018,"Plants, Gardens, & Sustainability",416,0,0
693,19,Matthew O'Shea,2011,present,2018,2018,Streets & Transportation,126,28,1269999
694,19,Matthew O'Shea,2011,present,2019,2019,Beautification,1983,0,0
695,19,Matthew O'Shea,2011,present,2019,2019,Lighting,627,0,0
696,19,Matthew O'Shea,2011,present,2019,2019,Parks & Recreation,7,1,50000
697,19,Matthew O'Shea,2011,present,2019,2019,"Plants, Gardens, & Sustainability",965,0,0
698,19,Matthew O'Shea,2011,present,2019,2019,Security Cameras,37,0,0
699,19,Matthew O'Shea,2011,present,2019,2019,Streets & Transportation,8451,31,1269999
700,19,Matthew O'Shea,2011,present,2020,2020,Beautification,2243,0,0
701,19,Matthew O'Shea,2011,present,2020,2020,Bike Infrastructure,1,0,0
702,19,Matthew O'Shea,2011,present,2020,2020,Lighting,281,0,0
703,19,Matthew O'Shea,2011,present,2020,2020,Parks & Recreation,0,1,50000
704,19,Matthew O'Shea,2011,present,2020,2020,"Plants, Gardens, & Sustainability",955,0,0
705,19,Matthew O'Shea,2011,present,2020,2020,Security Cameras,57,0,0
706,19,Matthew O'Shea,2011,present,2020,2020,Streets & Transportation,5168,26,1269999
707,19,Matthew O'Shea,2011,present,2021,2021,Beautification,2012,0,0
708,19,Matthew O'Shea,2011,present,2021,2021,Bike Infrastructure,4,0,0
709,19,Matthew O'Shea,2011,present,2021,2021,Lighting,186,0,0
710,19,Matthew O'Shea,2011,present,2021,2021,Parks & Recreation,2,2,91000
711,19,Matthew O'Shea,2011,present,2021,2021,"Plants, Gardens, & Sustainability",950,0,0
712,19,Matthew O'Shea,2011,present,2021,2021,Security Cameras,39,1,160985
713,19,Matthew O'Shea,2011,present,2021,2021,Streets & Transportation,4058,25,1248014
714,19,Matthew O'Shea,2011,present,2022,2022,Beautification,1849,0,0
715,19,Matthew O'Shea,2011,present,2022,2022,Lighting,170,0,0
716,19,Matthew O'Shea,2011,present,2022,2022,Parks & Recreation,9,0,0
717,19,Matthew O'Shea,2011,present,2022,2022,"Plants, Gardens, & Sustainability",1824,0,0
718,19,Matthew O'Shea,2011,present,2022,2022,Security Cameras,26,1,3000
719,19,Matthew O'Shea,2011,present,2022,2022,Streets & Transportation,4756,31,1468421
720,19,Matthew O'Shea,2011,present,2023,2023,Beautification,2211,0,0
721,19,Matthew O'Shea,2011,present,2023,2023,Bike Infrastructure,3,0,0
722,19,Matthew O'Shea,2011,present,2023,2023,Lighting,222,1,500
723,19,Matthew O'Shea,2011,present,2023,2023,Parks & Recreation,8,0,0
724,19,Matthew O'Shea,2011,present,2023,2023,"Plants, Gardens, & Sustainability",1541,0,0
725,19,Matthew O'Shea,2011,present,2023,2023,Security Cameras,66,0,0
726,19,Matthew O'Shea,2011,present,2023,2023,Streets & Transportation,4070,27,1493774
727,20,Willie Cochran,2007,2019,2018,2018,Beautification,1,0,0
728,20,Willie Cochran,2007,2019,2018,2018,Lighting,23,1,176000
729,20,Willie Cochran,2007,2019,2018,2018,"Plants, Gardens, & Sustainability",314,0,0
730,20,Willie Cochran,2007,2019,2018,2018,Security Cameras,0,1,1800
731,20,Willie Cochran,2007,2019,2018,2018,Streets & Transportation,157,23,1142199
732,20,Jeanette Taylor,"May 20, 2019",present,2019,2019,Beautification,7227,0,0
733,20,Jeanette Taylor,"May 20, 2019",present,2019,2019,Bike Infrastructure,1,0,0
734,20,Jeanette Taylor,"May 20, 2019",present,2019,2019,Lighting,456,8,1019218
735,20,Jeanette Taylor,"May 20, 2019",present,2019,2019,Parks & Recreation,15,0,0
736,20,Jeanette Taylor,"May 20, 2019",present,2019,2019,"Plants, Gardens, & Sustainability",272,0,0
737,20,Jeanette Taylor,"May 20, 2019",present,2019,2019,Security Cameras,436,0,0
738,20,Jeanette Taylor,"May 20, 2019",present,2019,2019,Streets & Transportation,4750,11,300781
739,20,Jeanette Taylor,"May 20, 2019",present,2020,2020,Beautification,8973,0,0
740,20,Jeanette Taylor,"May 20, 2019",present,2020,2020,Lighting,329,2,153731
741,20,Jeanette Taylor,"May 20, 2019",present,2020,2020,Parks & Recreation,2,0,0
742,20,Jeanette Taylor,"May 20, 2019",present,2020,2020,"Plants, Gardens, & Sustainability",271,0,0
743,20,Jeanette Taylor,"May 20, 2019",present,2020,2020,Security Cameras,276,0,0
744,20,Jeanette Taylor,"May 20, 2019",present,2020,2020,Streets & Transportation,4861,27,1166268
745,20,Jeanette Taylor,"May 20, 2019",present,2021,2021,Beautification,4231,0,0
746,20,Jeanette Taylor,"May 20, 2019",present,2021,2021,Bike Infrastructure,7,0,0
747,20,Jeanette Taylor,"May 20, 2019",present,2021,2021,Lighting,163,1,167925
748,20,Jeanette Taylor,"May 20, 2019",present,2021,2021,Parks & Recreation,15,0,0
749,20,Jeanette Taylor,"May 20, 2019",present,2021,2021,"Plants, Gardens, & Sustainability",206,0,0
750,20,Jeanette Taylor,"May 20, 2019",present,2021,2021,Security Cameras,308,0,0
751,20,Jeanette Taylor,"May 20, 2019",present,2021,2021,Streets & Transportation,3307,25,1332074
752,20,Jeanette Taylor,"May 20, 2019",present,2022,2022,Beautification,2497,0,0
753,20,Jeanette Taylor,"May 20, 2019",present,2022,2022,Lighting,186,2,1000
754,20,Jeanette Taylor,"May 20, 2019",present,2022,2022,Parks & Recreation,11,0,0
755,20,Jeanette Taylor,"May 20, 2019",present,2022,2022,"Plants, Gardens, & Sustainability",300,0,0
756,20,Jeanette Taylor,"May 20, 2019",present,2022,2022,Security Cameras,259,0,0
757,20,Jeanette Taylor,"May 20, 2019",present,2022,2022,Streets & Transportation,3289,40,1383028
758,20,Jeanette Taylor,"May 20, 2019",present,2023,2023,Beautification,2276,0,0
759,20,Jeanette Taylor,"May 20, 2019",present,2023,2023,Bike Infrastructure,8,0,0
760,20,Jeanette Taylor,"May 20, 2019",present,2023,2023,Lighting,237,1,355000
761,20,Jeanette Taylor,"May 20, 2019",present,2023,2023,Parks & Recreation,14,0,0
762,20,Jeanette Taylor,"May 20, 2019",present,2023,2023,"Plants, Gardens, & Sustainability",723,0,0
763,20,Jeanette Taylor,"May 20, 2019",present,2023,2023,Security Cameras,350,0,0
764,20,Jeanette Taylor,"May 20, 2019",present,2023,2023,Streets & Transportation,3238,25,1015949
765,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2018,2018,Lighting,94,0,0
766,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2018,2018,"Plants, Gardens, & Sustainability",166,0,0
767,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2018,2018,Security Cameras,1,0,0
768,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2018,2018,Streets & Transportation,208,54,1319999
769,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2019,2019,Beautification,4704,0,0
770,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2019,2019,Bike Infrastructure,10,0,0
771,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2019,2019,Lighting,838,0,0
772,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2019,2019,Parks & Recreation,8,0,0
773,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2019,2019,"Plants, Gardens, & Sustainability",527,0,0
774,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2019,2019,Security Cameras,258,0,0
775,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2019,2019,Streets & Transportation,6406,86,1319999
776,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2020,2020,Beautification,4209,0,0
777,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2020,2020,Bike Infrastructure,5,0,0
778,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2020,2020,Lighting,748,0,0
779,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2020,2020,Parks & Recreation,5,0,0
780,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2020,2020,"Plants, Gardens, & Sustainability",527,0,0
781,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2020,2020,Security Cameras,336,0,0
782,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2020,2020,Streets & Transportation,5384,73,1319999
783,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2021,2021,Beautification,3638,2,4000
784,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2021,2021,Bike Infrastructure,22,0,0
785,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2021,2021,Lighting,351,5,255450
786,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2021,2021,Parks & Recreation,21,0,0
787,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2021,2021,"Plants, Gardens, & Sustainability",567,0,0
788,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2021,2021,Security Cameras,365,0,0
789,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2021,2021,Streets & Transportation,4778,55,1240549
790,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2022,2022,Beautification,2457,3,3800
791,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2022,2022,Bike Infrastructure,6,0,0
792,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2022,2022,Lighting,336,1,500
793,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2022,2022,Parks & Recreation,8,0,0
794,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2022,2022,"Plants, Gardens, & Sustainability",1147,0,0
795,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2022,2022,Security Cameras,329,0,0
796,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2022,2022,Streets & Transportation,4889,83,1495699
797,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2023,2023,Beautification,3440,0,0
798,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2023,2023,Bike Infrastructure,17,0,0
799,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2023,2023,Lighting,527,0,0
800,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2023,2023,Parks & Recreation,23,0,0
801,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2023,2023,"Plants, Gardens, & Sustainability",1212,0,0
802,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2023,2023,Security Cameras,445,0,0
803,21,Howard Brookins Jr.,May 2003,"May 15, 2023",2023,2023,Streets & Transportation,4702,63,1487774
804,22,Ricardo Muñoz,January 1993,"May 20, 2019",2018,2018,Lighting,38,0,0
805,22,Ricardo Muñoz,January 1993,"May 20, 2019",2018,2018,"Plants, Gardens, & Sustainability",123,0,0
806,22,Ricardo Muñoz,January 1993,"May 20, 2019",2018,2018,Schools & Libraries,0,1,140000
807,22,Ricardo Muñoz,January 1993,"May 20, 2019",2018,2018,Streets & Transportation,105,52,1179999
808,22,Michael D. Rodriguez,"May 20, 2019",present,2019,2019,Beautification,3668,0,0
809,22,Michael D. Rodriguez,"May 20, 2019",present,2019,2019,Bike Infrastructure,2,0,0
810,22,Michael D. Rodriguez,"May 20, 2019",present,2019,2019,Lighting,600,0,0
811,22,Michael D. Rodriguez,"May 20, 2019",present,2019,2019,Parks & Recreation,5,0,0
812,22,Michael D. Rodriguez,"May 20, 2019",present,2019,2019,"Plants, Gardens, & Sustainability",357,1,40000
813,22,Michael D. Rodriguez,"May 20, 2019",present,2019,2019,Security Cameras,130,1,49552
814,22,Michael D. Rodriguez,"May 20, 2019",present,2019,2019,Streets & Transportation,5003,46,1230447
815,22,Michael D. Rodriguez,"May 20, 2019",present,2020,2020,Beautification,4407,0,0
816,22,Michael D. Rodriguez,"May 20, 2019",present,2020,2020,Bike Infrastructure,2,0,0
817,22,Michael D. Rodriguez,"May 20, 2019",present,2020,2020,Lighting,347,2,1900
818,22,Michael D. Rodriguez,"May 20, 2019",present,2020,2020,"Plants, Gardens, & Sustainability",290,0,0
819,22,Michael D. Rodriguez,"May 20, 2019",present,2020,2020,Security Cameras,141,1,24776
820,22,Michael D. Rodriguez,"May 20, 2019",present,2020,2020,Streets & Transportation,3823,66,1293323
821,22,Michael D. Rodriguez,"May 20, 2019",present,2021,2021,Beautification,4623,0,0
822,22,Michael D. Rodriguez,"May 20, 2019",present,2021,2021,Bike Infrastructure,4,0,0
823,22,Michael D. Rodriguez,"May 20, 2019",present,2021,2021,Lighting,159,1,74542
824,22,Michael D. Rodriguez,"May 20, 2019",present,2021,2021,Parks & Recreation,4,0,0
825,22,Michael D. Rodriguez,"May 20, 2019",present,2021,2021,"Plants, Gardens, & Sustainability",272,0,0
826,22,Michael D. Rodriguez,"May 20, 2019",present,2021,2021,Security Cameras,184,0,0
827,22,Michael D. Rodriguez,"May 20, 2019",present,2021,2021,Streets & Transportation,2979,53,1425457
828,22,Michael D. Rodriguez,"May 20, 2019",present,2022,2022,Beautification,3843,0,0
829,22,Michael D. Rodriguez,"May 20, 2019",present,2022,2022,Bike Infrastructure,2,0,0
830,22,Michael D. Rodriguez,"May 20, 2019",present,2022,2022,Lighting,98,1,18186
831,22,Michael D. Rodriguez,"May 20, 2019",present,2022,2022,Parks & Recreation,2,0,0
832,22,Michael D. Rodriguez,"May 20, 2019",present,2022,2022,"Plants, Gardens, & Sustainability",1218,0,0
833,22,Michael D. Rodriguez,"May 20, 2019",present,2022,2022,Security Cameras,201,2,49552
834,22,Michael D. Rodriguez,"May 20, 2019",present,2022,2022,Streets & Transportation,3107,76,1391289
835,22,Michael D. Rodriguez,"May 20, 2019",present,2023,2023,Beautification,4145,0,0
836,22,Michael D. Rodriguez,"May 20, 2019",present,2023,2023,Bike Infrastructure,5,0,0
837,22,Michael D. Rodriguez,"May 20, 2019",present,2023,2023,Lighting,173,3,2000
838,22,Michael D. Rodriguez,"May 20, 2019",present,2023,2023,"Plants, Gardens, & Sustainability",1010,0,0
839,22,Michael D. Rodriguez,"May 20, 2019",present,2023,2023,Security Cameras,182,0,0
840,22,Michael D. Rodriguez,"May 20, 2019",present,2023,2023,Streets & Transportation,2701,51,1016653
841,23,Silvana Tabares,"June 28, 2018",present,2018,2018,Lighting,70,1,2000
842,23,Silvana Tabares,"June 28, 2018",present,2018,2018,"Plants, Gardens, & Sustainability",204,0,0
843,23,Silvana Tabares,"June 28, 2018",present,2018,2018,Schools & Libraries,0,1,161000
844,23,Silvana Tabares,"June 28, 2018",present,2018,2018,Security Cameras,0,1,27011
845,23,Silvana Tabares,"June 28, 2018",present,2018,2018,Streets & Transportation,175,81,1129988
846,23,Silvana Tabares,"June 28, 2018",present,2019,2019,Beautification,2678,0,0
847,23,Silvana Tabares,"June 28, 2018",present,2019,2019,Bike Infrastructure,2,0,0
848,23,Silvana Tabares,"June 28, 2018",present,2019,2019,Lighting,942,0,0
849,23,Silvana Tabares,"June 28, 2018",present,2019,2019,"Plants, Gardens, & Sustainability",545,0,0
850,23,Silvana Tabares,"June 28, 2018",present,2019,2019,Security Cameras,61,0,0
851,23,Silvana Tabares,"June 28, 2018",present,2019,2019,Streets & Transportation,5306,92,1319999
852,23,Silvana Tabares,"June 28, 2018",present,2020,2020,Beautification,4043,0,0
853,23,Silvana Tabares,"June 28, 2018",present,2020,2020,Bike Infrastructure,2,0,0
854,23,Silvana Tabares,"June 28, 2018",present,2020,2020,Lighting,674,0,0
855,23,Silvana Tabares,"June 28, 2018",present,2020,2020,Parks & Recreation,3,0,0
856,23,Silvana Tabares,"June 28, 2018",present,2020,2020,"Plants, Gardens, & Sustainability",532,0,0
857,23,Silvana Tabares,"June 28, 2018",present,2020,2020,Security Cameras,76,1,24776
858,23,Silvana Tabares,"June 28, 2018",present,2020,2020,Streets & Transportation,4260,44,1295223
859,23,Silvana Tabares,"June 28, 2018",present,2021,2021,Beautification,4045,4,132404
860,23,Silvana Tabares,"June 28, 2018",present,2021,2021,Bike Infrastructure,6,0,0
861,23,Silvana Tabares,"June 28, 2018",present,2021,2021,Lighting,308,0,0
862,23,Silvana Tabares,"June 28, 2018",present,2021,2021,Parks & Recreation,3,1,100000
863,23,Silvana Tabares,"June 28, 2018",present,2021,2021,"Plants, Gardens, & Sustainability",482,0,0
864,23,Silvana Tabares,"June 28, 2018",present,2021,2021,Schools & Libraries,0,2,4750
865,23,Silvana Tabares,"June 28, 2018",present,2021,2021,Security Cameras,78,3,107241
866,23,Silvana Tabares,"June 28, 2018",present,2021,2021,Streets & Transportation,3311,63,1155604
867,23,Silvana Tabares,"June 28, 2018",present,2022,2022,Beautification,4309,5,136790
868,23,Silvana Tabares,"June 28, 2018",present,2022,2022,Bike Infrastructure,5,0,0
869,23,Silvana Tabares,"June 28, 2018",present,2022,2022,Lighting,189,2,1500
870,23,Silvana Tabares,"June 28, 2018",present,2022,2022,Parks & Recreation,2,1,30829
871,23,Silvana Tabares,"June 28, 2018",present,2022,2022,"Plants, Gardens, & Sustainability",605,0,0
872,23,Silvana Tabares,"June 28, 2018",present,2022,2022,Security Cameras,72,3,74328
873,23,Silvana Tabares,"June 28, 2018",present,2022,2022,Streets & Transportation,3750,63,1221401
874,23,Silvana Tabares,"June 28, 2018",present,2023,2023,Beautification,4245,1,100000
875,23,Silvana Tabares,"June 28, 2018",present,2023,2023,Bike Infrastructure,6,0,0
876,23,Silvana Tabares,"June 28, 2018",present,2023,2023,Lighting,248,0,0
877,23,Silvana Tabares,"June 28, 2018",present,2023,2023,Parks & Recreation,3,0,0
878,23,Silvana Tabares,"June 28, 2018",present,2023,2023,"Plants, Gardens, & Sustainability",1033,0,0
879,23,Silvana Tabares,"June 28, 2018",present,2023,2023,Security Cameras,63,0,0
880,23,Silvana Tabares,"June 28, 2018",present,2023,2023,Streets & Transportation,3300,79,1298813
881,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2018,2018,Lighting,53,3,100983
882,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2018,2018,Parks & Recreation,0,2,75000
883,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2018,2018,"Plants, Gardens, & Sustainability",117,0,0
884,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2018,2018,Security Cameras,0,4,160037
885,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2018,2018,Streets & Transportation,154,36,983979
886,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2019,2019,Beautification,9700,2,19943
887,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2019,2019,Bike Infrastructure,1,0,0
888,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2019,2019,Lighting,296,0,0
889,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2019,2019,Parks & Recreation,16,2,125000
890,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2019,2019,"Plants, Gardens, & Sustainability",250,0,0
891,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2019,2019,Security Cameras,375,0,0
892,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2019,2019,Streets & Transportation,4253,33,1175056
893,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2020,2020,Beautification,7773,0,0
894,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2020,2020,Bike Infrastructure,3,0,0
895,24,Michael Scott Jr.,"May 18, 2015","June 3, 2022",2020,2020,Lighting,245,6,524850
